,Unnamed: 0_x,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0_y,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
992,1587,NC Mecklenburg 099-026-95,NC Mecklenburg5005 Community Cir,P9730,3,Charlotte,NC,282151550,Mecklenburg,,N,18.570999999999998,276,0.052300000000000006,0.028999999999999998,872.0,0.0,1.5719999999999998,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill",2001.0,,2015-10-29 00:00:00.000000000,,13.23,,Wood Frame,,,,,,97.0,1.09,700.0,0.0,0.031,145.0,1.06,926.0,0.0,0.027999999999999997,34.0,0.95,1130.0,0.0,0.028999999999999998,,,,,,32.9,34.7,2709.0,35.9,2574.0,12271.0,S12272,NC Mecklenburg 5005 Community Cir,18.0,0.052300000000000006,,1621500.0,15488100.0,2006.0,0.418012441,3.0,50.27,915405.74,1970-01-01 00:00:00.000038894,17000000.0,17000000.0,0.0,828316.7353244079
993,1587,NC Mecklenburg 099-026-95,NC Mecklenburg5005 Community Cir,P9730,3,Charlotte,NC,282151550,Mecklenburg,,N,18.570999999999998,276,0.061366151685393194,0.028999999999999998,872.0,0.0,1.5719999999999998,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill",2001.0,,2015-10-29 00:00:00.000000000,,13.23,,Wood Frame,,,,,,97.0,1.09,700.0,0.0,0.031,145.0,1.06,926.0,0.0,0.027999999999999997,34.0,0.95,1130.0,0.0,0.028999999999999998,,,,,,32.9,34.7,2709.0,35.9,2574.0,12345.0,S12346,NC Mecklenburg 5005 Community Cir,18.0,,,1621500.0,15488100.0,2009.0,0.418012441,3.0,34.01,619245.06,1970-01-01 00:00:00.000040760,11500000.0,11500000.0,0.0,624310.5349373395
994,1589,NC Orange 9799140074,NC Orange208 Conner Dr,P9732,3,Chapel Hill,NC,275147012,Orange,,N,13.85,260,0.046,0.0885,845.0,0.0,1.577,,"Business Center, Clubhouse, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Gameroom, Grill, Laundry Service, Package Service, Volleyball Court",1985.0,,2016-05-09 00:00:00.000000000,30280000,18.45,,Wood Frame,,,,,,109.0,1.28,744.0,0.0,0.092,151.0,1.19,918.0,0.0,0.086,,,,,,,,,,,39.2,39.7,1455.0,39.5,1686.0,12128.0,S12129,NC Orange 208 Conner Dr,34.0,,0.046,2348600.0,13424300.0,2015.0,0.38379528799999996,3.0,130.77,2186281.59,1970-01-01 00:00:00.000042499,30280000.0,30280000.0,0.0,1409593.417443774
995,1590,NC Durham 135856,NC Durham5140 Copper Ridge Dr,P9733,4,Durham,NC,27707,Durham,,N,21.039,278,0.061366151685393194,0.0504,948.0,0.0,2.029,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Basketball Court, Furnished Units Available, Volleyball Court",1996.0,,2018-11-08 00:00:00.000000000,42790433,12.46,,Wood Frame,,,,,,144.0,1.15,808.0,0.0,0.049,110.0,1.09,1068.0,0.0,0.055,24.0,1.1,1236.0,0.0,0.042,,,,,,38.0,40.6,657.0,41.4,644.0,,,,,,,2847550.113821138,,,,,,,,,42790433,0.0,2581235.267423281
996,1595,NC Durham 133814,NC Durham2850 Courtney Creek Blvd,P9738,4,Durham,NC,27713,Durham,,N,33.5065,280,0.0547,0.05,1155.0,0.0,2.421,,"24 Hour Access, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Playground, Property Manager on Site, Corporate Suites, Breakfast/Coffee Concierge, Car Wash Area, Grill, Pet Play Area, Recycling, Trash Pickup - Curbside, Trash Pickup - Door to Door, Wi-Fi",2001.0,,2018-03-05 00:00:00.000000000,39850000,10.84,,Wood Frame,,,,,,108.0,1.08,889.0,0.0,0.046,72.0,1.03,1185.0,0.0,0.055999999999999994,100.0,1.01,1420.0,0.0,0.05,,,,,,33.2,35.8,2527.0,36.7,2403.0,12775.0,S12776,NC Durham 2850 Courtney Creek Blvd,18.0,0.0625,0.0547,2800000.0,21968990.0,2012.0,0.283613432,3.0,67.4,832674.26,1970-01-01 00:00:00.000041470,27900000.0,27900000.0,0.0,1445231.5789473685
997,1598,NC Wake 0783.16-93-1167-000,NC Wake1141 Crab Orchard Dr,P9741,3,Raleigh,NC,27606,Wake,,N,21.07,260,0.0721,0.057699999999999994,867.0,0.003,1.485,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Breakfast/Coffee Concierge, Grill, Laundry Service, Package Service, Maintenance on site",1972.0,,2014-04-11 00:00:00.000000000,17700000,12.06,,Wood Frame,40.0,1.61,500.0,0.0,0.1,80.0,1.38,673.0,0.0,0.05,128.0,1.04,1055.0,0.006,0.047,12.0,1.17,1263.0,0.0,0.083,,,,,,29.2,30.8,5584.0,32.3,4864.0,12257.0,S12258,NC Wake 1141 Crab Orchard Dr,47.0,,0.0721,2340000.0,13520791.0,2013.0,0.247397879,2.0,77.95,840056.95,1970-01-01 00:00:00.000041740,17700000.0,17700000.0,53100.0,1179331.964342566
998,1599,NC Buncombe 9644-59-2355-00000,NC Buncombe300 Cranbrook Dr,P9742,4,Arden,NC,28704,Buncombe,,N,23.6554,276,0.06,0.0688,1042.0,0.0,2.029,,"Business Center, Fitness Center, Grill, Pet Play Area, Walking/Biking Trails, Lounge",2003.0,,2016-12-07 00:00:00.000000000,29680500,4.34,,Wood Frame,,,,,,71.0,1.23,776.0,0.0,0.07,172.0,1.07,1061.0,0.0,0.07,33.0,1.24,1521.0,0.0,0.061,,,,,,38.0,39.8,1034.0,40.4,1041.0,12134.0,S12135,NC Buncombe 300 Cranbrook Dr,16.0,,0.06,3492100.0,25054500.0,2016.0,0.37053790200000003,3.0,123.1,1986861.35,1970-01-01 00:00:00.000042711,29680500.0,29680500.0,0.0,1687396.907216495
999,1599,NC Buncombe 9644-59-2355-00000,NC Buncombe300 Cranbrook Dr,P9742,4,Arden,NC,28704,Buncombe,,N,23.6554,276,0.0616,0.0688,1042.0,0.0,2.029,,"Business Center, Fitness Center, Grill, Pet Play Area, Walking/Biking Trails, Lounge",2003.0,,2016-12-07 00:00:00.000000000,29680500,4.34,,Wood Frame,,,,,,71.0,1.23,776.0,0.0,0.07,172.0,1.07,1061.0,0.0,0.07,33.0,1.24,1521.0,0.0,0.061,,,,,,38.0,39.8,1034.0,40.4,1041.0,12137.0,S12138,NC Buncombe 300 Long Shoals Rd,24.0,,0.0616,1025100.0,19465900.0,2010.0,0.242907073,3.0,76.85,813110.18,1970-01-01 00:00:00.000040526,29150000.0,29150000.0,0.0,1860495.9621993126
1000,1600,NC Mecklenburg 193-292-20,NC Mecklenburg1301 Crescent Ln,P9743,3,Matthews,NC,28105,Mecklenburg,,N,23.515,270,0.061366151685393194,0.037000000000000005,860.0,0.009000000000000001,1.607,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Grill, Pet Play Area, Wi-Fi",1990.0,2008.0,2008-01-17 00:00:00.000000000,14700000,19.04,,Wood Frame,,,,,,141.0,1.3,723.0,0.021,0.036000000000000004,109.0,1.28,973.0,0.0,0.037000000000000005,20.0,1.08,1208.0,0.0,0.05,,,,,,34.5,35.9,1343.0,37.1,1335.0,12251.0,S12252,NC Mecklenburg 1301 Crescent Ln,29.0,,,2072367.2005420055,,2006.0,0.24964244300000002,3.0,70.78,769721.45,1970-01-01 00:00:00.000038777,18100000.0,18100000.0,162900.00000000003,1031724.4980673656
1001,1600,NC Mecklenburg 193-292-20,NC Mecklenburg1301 Crescent Ln,P9743,3,Matthews,NC,28105,Mecklenburg,,N,23.515,270,0.061366151685393194,0.037000000000000005,860.0,0.009000000000000001,1.607,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Grill, Pet Play Area, Wi-Fi",1990.0,2008.0,2008-01-17 00:00:00.000000000,14700000,19.04,,Wood Frame,,,,,,141.0,1.3,723.0,0.021,0.036000000000000004,109.0,1.28,973.0,0.0,0.037000000000000005,20.0,1.08,1208.0,0.0,0.05,,,,,,34.5,35.9,1343.0,37.1,1335.0,12301.0,S12302,NC Mecklenburg 1301 Crescent Ln,29.0,,,2048600.0,25586100.0,2007.0,0.24964244300000002,3.0,57.49,625132.89,1970-01-01 00:00:00.000039464,14700000.0,14700000.0,132300.00000000003,814627.6981314237
1002,1601,NC Cumberland 0407-45-3469,NC Cumberland812 Crescent Commons Way,P9744,3,Fayetteville,NC,28314,Cumberland,,N,42.29,288,0.06,0.0451,962.0,0.0,,,"Business Center, Fitness Center, Laundry Facilities, Playground, Car Wash Area, Planned Social Activities, Wi-Fi, Storage Space",2002.0,,2019-03-27 00:00:00.000000000,21400000,9.08,,,,,,,,114.0,1.03,785.0,0.0,0.044000000000000004,144.0,0.86,1037.0,0.0,0.042,30.0,0.83,1270.0,0.0,0.067,,,,,,33.7,34.7,2318.0,35.6,2244.0,12830.0,S12831,NC Cumberland 812 Crescent Commons Way,17.0,,0.06,1445662.0,16525800.0,2018.0,0.14819624,3.0,78.39,506029.79,1970-01-01 00:00:00.000043551,21400000.0,21400000.0,0.0,1253806.9745523091
1003,1601,NC Cumberland 0407-45-3469,NC Cumberland812 Crescent Commons Way,P9744,3,Fayetteville,NC,28314,Cumberland,,N,42.29,288,0.06,0.0451,962.0,0.0,,,"Business Center, Fitness Center, Laundry Facilities, Playground, Car Wash Area, Planned Social Activities, Wi-Fi, Storage Space",2002.0,,2019-03-27 00:00:00.000000000,21400000,9.08,,,,,,,,114.0,1.03,785.0,0.0,0.044000000000000004,144.0,0.86,1037.0,0.0,0.042,30.0,0.83,1270.0,0.0,0.067,,,,,,33.7,34.7,2318.0,35.6,2244.0,12855.0,S12856,NC Cumberland 812 Crescent Commons Way,17.0,,0.06,1445662.0,17776600.0,,0.14819624,3.0,63.0,406715.54,1970-01-01 00:00:00.000042768,17200000.0,17200000.0,0.0,989904.9952874646
1004,1602,NC Mecklenburg 203-152-09,NC Mecklenburg 13211-13421 Crescent Springs Dr,P9745,3,Charlotte,NC,28273,Mecklenburg,,N,24.31,264,0.0558,0.0909,1018.0,0.009000000000000001,1.337,,"24 Hour Access, Business Center, Fitness Center, Laundry Facilities, Playground, Tennis Court, Car Wash Area",1996.0,,2012-04-30 00:00:00.000000000,21385000,8.14,,Wood Frame,,,,,,72.0,1.13,847.0,0.009000000000000001,0.09699999999999999,168.0,1.05,1046.0,0.009000000000000001,0.08900000000000001,24.0,1.04,1333.0,0.009000000000000001,0.083,,,,,,32.7,35.0,1362.0,36.6,1223.0,12213.0,S12214,NC Mecklenburg 13211 Crescent Springs Dr,23.0,,0.0558,1850100.0,15849400.0,2010.0,0.254767254,3.0,79.27,879679.14,1970-01-01 00:00:00.000041029,21385000.0,21385000.0,192465.00000000003,1210853.5551644482
1005,1603,NC Wake 0782.05-09-4859-000,NC Wake5454 Crossroads Crest Way,P9746,4,Raleigh,NC,27606,Wake,,N,20.45,296,0.0524,0.08779999999999999,1102.0,0.017,2.162,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Grill",1999.0,,2015-04-30 00:00:00.000000000,38700000,12.6,,Wood Frame,,,,,,112.0,1.22,873.0,0.0,0.08900000000000001,136.0,1.04,1167.0,0.035,0.08800000000000001,48.0,0.89,1452.0,0.0,0.083,,,,,,32.3,33.5,3575.0,34.7,3041.0,12676.0,S12677,NC Wake 5454 Crossroads Crest Way,20.0,,0.0524,2072000.0,23720592.0,2014.0,0.358405123,2.0,121.21,1892420.54,1970-01-01 00:00:00.000042124,38700000.0,38700000.0,657900.0,2141834.2030256526
1006,1606,NC Wake 0782.08-99-8691-000,NC Wake3551 Cum Laude Ct,P9749,4,Raleigh,NC,276064799,Wake,,N,25.0,250,0.061366151685393194,0.04,1034.0,0.006,2.044,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Media Center/Movie Theatre, Volleyball Court",2000.0,,2016-04-06 00:00:00.000000000,25202500,13.29,,Wood Frame,,,,,,36.0,1.55,641.0,0.005,0.027999999999999997,132.0,1.4,978.0,0.005,0.038,82.0,1.53,1296.0,0.006,0.049,,,,,,27.4,28.8,5588.0,30.2,4898.0,12168.0,S12169,NC Wake 3551 Cum Laude Ct,19.0,,,3668000.0,44816162.0,2015.0,0.26216712600000003,2.0,88.27,1008100.0,1970-01-01 00:00:00.000042466,25202500.0,25202500.0,151215.0,1386217.5792668818
1007,1609,NC Durham 203248,NC Durham4801 Danube Ln,P9752,4,Durham,NC,27704,Durham,,N,27.65,266,0.0641,0.0489,1107.0,0.006,2.079,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Car Wash Area, Grill, Pet Play Area, Walking/Biking Trails",2006.0,,2019-05-14 00:00:00.000000000,,17.46,,Wood Frame,,,,,,50.0,1.12,823.0,0.006,0.04,120.0,0.91,1110.0,0.006,0.05,96.0,1.1,1250.0,0.006,0.052000000000000005,,,,,,34.5,36.1,1387.0,36.5,1502.0,12157.0,S12158,NC Durham 4801 Danube Ln,13.0,0.0641,,2660000.0,11505269.0,2018.0,0.3845839620000001,3.0,57.21,958408.68,1970-01-01 00:00:00.000043553,26500000.0,26500000.0,159000.0,1617428.1358427084
1008,1613,NC Mecklenburg 091-101-04,NC Mecklenburg3327 Davidson St,P9756,3,Charlotte,NC,282051062,Mecklenburg,,N,7.0,249,0.061366151685393194,,967.0,0.003,0.402,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Laundry Service, Pet Play Area, Elevator, Multi Use Room",,2016.0,2013-09-01 00:00:00.000000000,620500,10.84,,Masonry,33.0,1.22,467.0,0.003,0.0,68.0,0.88,789.0,0.003,0.0,148.0,0.74,1161.0,0.003,0.0,,,,,,,,,,,34.6,35.8,3886.0,37.1,3536.0,12427.0,S12428,NC Mecklenburg 3327 Davidson St,,,,356800.0,1307000.0,2009.0,0.803010626,3.0,5.07,177178.57,1970-01-01 00:00:00.000040739,1240250.0,1240250.0,3720.75,
1009,1613,NC Mecklenburg 091-101-04,NC Mecklenburg3327 Davidson St,P9756,3,Charlotte,NC,282051062,Mecklenburg,,N,7.0,249,0.061366151685393194,,967.0,0.003,0.402,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Laundry Service, Pet Play Area, Elevator, Multi Use Room",,2016.0,2013-09-01 00:00:00.000000000,620500,10.84,,Masonry,33.0,1.22,467.0,0.003,0.0,68.0,0.88,789.0,0.003,0.0,148.0,0.74,1161.0,0.003,0.0,,,,,,,,,,,34.6,35.8,3886.0,37.1,3536.0,12428.0,S12429,NC Mecklenburg 3327 Davidson St,,,,62000.0,562100.0,2011.0,0.803010626,3.0,2.53,88642.86,1970-01-01 00:00:00.000041518,620500.0,620500.0,1861.5,
1010,1615,NC Wake 1730.01-07-5460-000,NC Wake1100 Deer Harbor Dr,P9758,4,Garner,NC,275295998,Wake,,N,47.0884,248,0.0525,0.1411,988.0,0.01,0.532,,"Business Center, Fitness Center, Playground, Grill, Pet Play Area, Wi-Fi",2016.0,,2018-09-26 00:00:00.000000000,35421600,24.5,,Wood Frame,,,,,,84.0,1.31,740.0,0.01,0.14300000000000002,128.0,1.09,1064.0,0.01,0.141,36.0,1.08,1295.0,0.01,0.139,,,,,,33.0,35.2,1124.0,36.6,1116.0,12098.0,S12099,NC Wake 1100 Deer Harbor Dr,3.0,,0.0525,2910000.0,33722973.0,2018.0,0.14433859699999999,3.0,119.64,752236.22,1970-01-01 00:00:00.000043369,35421600.0,35421600.0,354216.0,2008912.9584352076
1011,1616,NC Wake 0736.03-14-9424-000,NC Wake200 Dominion Oak Cir,P9759,4,Cary,NC,27519,Wake,,N,13.0,294,0.0525,0.0374,957.0,0.005,1.694,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Grill, Package Service, Pet Play Area, Planned Social Activities, Wi-Fi, Storage Space, Health Club Discount, Lounge, Maintenance on site, Sundeck",2015.0,,2015-11-16 00:00:00.000000000,52500000,8.79,,Wood Frame,,,,,,138.0,1.64,791.0,0.005,0.036000000000000004,138.0,1.42,1081.0,0.005,0.036000000000000004,18.0,1.31,1289.0,0.005,0.055999999999999994,,,,,,29.4,31.5,1329.0,33.4,1104.0,12585.0,S12586,NC Wake 200 Dominion Oak Cir,4.0,0.0525,,1764000.0,12372654.0,2015.0,0.49708624700000004,3.0,186.51,4038461.54,1970-01-01 00:00:00.000042324,52500000.0,52500000.0,262500.0,2781447.3820901723
1012,1617,NC Wake 0793.17-01-6967-000,NC Wake3004 Dorner Cir,P9760,3,Raleigh,NC,276063664,Wake,,N,24.6,302,0.061366151685393194,0.053,988.0,0.0,1.401,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Basketball Court, Grill, Package Service, Wi-Fi, Storage Space",1981.0,,2018-11-08 00:00:00.000000000,39716306,13.69,,Wood Frame,,,,,,156.0,1.12,810.0,0.0,0.051,130.0,1.1,1148.0,0.0,0.054000000000000006,16.0,1.0,1416.0,0.0,0.063,,,,,,27.9,29.6,6511.0,31.1,5671.0,,,,,,,2894698.598540146,,,,,,,,,39716306,0.0,2386061.610451935
1013,1618,NC Mecklenburg 089-231-10,NC Mecklenburg6205 Dove Tree Ln,P9761,2,Charlotte,NC,28213,Mecklenburg,,N,6.95,246,0.0696,0.048799999999999996,996.0,0.006,2.0,,"Laundry Facilities, Playground, Laundry Service",1975.0,,2018-06-25 00:00:00.000000000,17499500,13.32,,Wood Frame,,,,,,44.0,1.02,762.0,0.006,0.046,174.0,0.87,1025.0,0.006,0.052000000000000005,28.0,0.36,1186.0,0.006,0.036000000000000004,,,,,,31.6,33.3,3773.0,34.7,3767.0,12397.0,S12398,NC Mecklenburg 6205 Dove Tree Ln,44.0,,0.0696,680900.0,8678200.0,2012.0,0.8299211870000001,2.0,25.07,906474.82,1970-01-01 00:00:00.000041572,6300000.0,6300000.0,37800.0,413919.5121951219
1014,1618,NC Mecklenburg 089-231-10,NC Mecklenburg6205 Dove Tree Ln,P9761,2,Charlotte,NC,28213,Mecklenburg,,N,6.95,246,0.0466,0.048799999999999996,996.0,0.006,2.0,,"Laundry Facilities, Playground, Laundry Service",1975.0,,2018-06-25 00:00:00.000000000,17499500,13.32,,Wood Frame,,,,,,44.0,1.02,762.0,0.006,0.046,174.0,0.87,1025.0,0.006,0.052000000000000005,28.0,0.36,1186.0,0.006,0.036000000000000004,,,,,,31.6,33.3,3773.0,34.7,3767.0,12420.0,S12421,NC Mecklenburg 6205 Dove Tree Ln,44.0,,0.0466,2072367.2005420055,,,0.8299211870000001,2.0,12.39,447762.45,1970-01-01 00:00:00.000041092,3111949.0,3111949.0,18671.694,51844.63077706323
1015,1621,NC Guilford 0095728,NC Guilford598 Eagle Rd,P9764,4,Greensboro,NC,27407,Guilford,,N,19.8,264,0.061366151685393194,0.0644,1017.0,0.048,0.379,,"24 Hour Access, Clubhouse, Fitness Center, Playground, Gated, Breakfast/Coffee Concierge, Cabana, Car Wash Area, Grill, Pet Play Area, Wi-Fi",2013.0,,2018-12-17 00:00:00.000000000,36500000,10.15,,Wood Frame,,,,,,108.0,1.13,864.0,0.006999999999999999,0.065,132.0,1.11,1089.0,0.084,0.061,24.0,1.02,1307.0,0.009000000000000001,0.083,,,,,,33.5,35.2,1965.0,36.2,1716.0,,,,,,,1024492.3333333334,,,,,,,,,36500000,1752000.0,2441758.1042558835
1016,1622,NC Wake 0758.02-98-5883-000,NC Wake11010 Eastlake Club Way,P9765,3,Raleigh,NC,27617    ,Wake,,N,20.94,270,0.06,0.037000000000000005,943.0,0.005,2.122,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Tanning Salon, Cabana, Car Wash Area, Grill",2003.0,,2014-03-28 00:00:00.000000000,37300000,5.9,,Wood Frame,,,,,,186.0,1.17,778.0,0.005,0.032,69.0,1.01,1263.0,0.006,0.044000000000000004,15.0,0.91,1513.0,0.008,0.067,,,,,,31.0,33.4,771.0,34.9,625.0,12086.0,S12087,NC Wake 11010 Eastlake Club Way,16.0,,0.06,1890000.0,25842377.0,2013.0,0.32635564899999997,3.0,125.3,1781279.85,1970-01-01 00:00:00.000041726,37300000.0,37300000.0,186500.0,2217850.4672897197
1017,1624,NC Mecklenburg 227-061-30,NC Mecklenburg1729 Echo Forest Dr,P9767,4,Charlotte,NC,28270,Mecklenburg,,N,42.84,266,0.061366151685393194,0.0451,1096.0,0.0,1.4140000000000001,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Breakfast/Coffee Concierge, Car Wash Area, Furnished Units Available, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck",1995.0,,2013-12-16 00:00:00.000000000,,17.85,,Wood Frame,,,,,,96.0,1.44,778.0,0.0,0.042,124.0,1.01,1216.0,0.0,0.048,46.0,1.08,1434.0,0.0,0.044000000000000004,,,,,,35.3,37.5,1865.0,38.8,1970.0,12443.0,S12444,NC Mecklenburg 1729 Echo Forest Dr,24.0,,,4665300.0,24114400.0,2012.0,0.155511733,3.0,,,1970-01-01 00:00:00.000041624,,24114400.0,0.0,1249886.2925378373
1018,1625,NC Mecklenburg 165-012-05,NC Mecklenburg5709 Electra Ln,P9768,2,Charlotte,NC,282120565,Mecklenburg,,N,21.645,266,0.07200000000000001,0.0038,1152.0,0.003,1.902,,"24 Hour Access, Clubhouse, Laundry Facilities, Playground, Pool, Property Manager on Site, Security System, Gated, Video Patrol, Recycling, Volleyball Court",1971.0,,2015-08-26 00:00:00.000000000,,14.19,,Wood Frame,,,,,,24.0,0.9,780.0,0.003,0.0,112.0,0.78,1046.0,0.003,0.0,130.0,0.75,1311.0,0.003,0.008,,,,,,32.6,34.4,3617.0,35.7,3520.0,12350.0,S12351,NC Mecklenburg 5709 Electra Ln,48.0,,0.07200000000000001,1697500.0,9878600.0,2007.0,0.462579652,2.0,25.31,510048.51,1970-01-01 00:00:00.000039398,11040000.0,11040000.0,33120.0,677619.5944589442
1019,1625,NC Mecklenburg 165-012-05,NC Mecklenburg5709 Electra Ln,P9768,2,Charlotte,NC,282120565,Mecklenburg,,N,21.645,266,0.061366151685393194,0.0038,1152.0,0.003,1.902,,"24 Hour Access, Clubhouse, Laundry Facilities, Playground, Pool, Property Manager on Site, Security System, Gated, Video Patrol, Recycling, Volleyball Court",1971.0,,2015-08-26 00:00:00.000000000,,14.19,,Wood Frame,,,,,,24.0,0.9,780.0,0.003,0.0,112.0,0.78,1046.0,0.003,0.0,130.0,0.75,1311.0,0.003,0.008,,,,,,32.6,34.4,3617.0,35.7,3520.0,12490.0,S12491,NC Mecklenburg 5709 Electra Ln,48.0,,,1697500.0,7280000.0,2013.0,0.462579652,2.0,,,1970-01-01 00:00:00.000042242,,7280000.0,21840.0,345228.6473966237
1020,1626,NC Wake 0755.02-85-1663-000,NC Wake6000 Elevate Cir,P9769,4,Cary,NC,27513,Wake,,N,11.334000000000001,308,0.0525,0.24350000000000002,975.0,0.0,0.003,,"Controlled Access, Courtyard, Fitness Center, Car Wash Area, Gameroom, Confere Rooms, Elevator, Lounge, Pet Care, Sundeck",2018.0,,2018-10-16 00:00:00.000000000,73920000,4.84,,Wood Frame,31.0,1.7,712.0,0.0,0.258,157.0,1.64,804.0,0.0,0.242,104.0,1.39,1220.0,0.0,0.24,16.0,1.33,1566.0,0.0,0.25,,,,,,34.0,36.7,502.0,38.2,519.0,12545.0,S12546,NC Wake 6000 Elevate Cir,1.0,,0.0525,4192500.0,10351889.0,2018.0,1.174659567,5.0,127.46,6521969.3,1970-01-01 00:00:00.000043389,73920000.0,73920000.0,0.0,4838987.111698613
1021,1627,NC Orange 9799148556,NC Orange201 Elliott Rd,P9770,4,Chapel Hill,NC,275145831,Orange,,N,3.0,264,0.061366151685393194,0.1023,918.0,0.01,1.7469999999999999,,"Courtyard, Elevator",2017.0,,2017-03-22 00:00:00.000000000,72750000,18.21,,Reinforced Concrete,,,,,,177.0,1.67,794.0,0.01,0.102,87.0,1.54,1149.0,0.01,0.10300000000000001,,,,,,,,,,,39.0,39.4,1187.0,39.3,1412.0,12036.0,S12037,NC Orange 201 Elliott Rd,2.0,,,2971829.2258064514,,,2.333945516,6.0,238.52,24250000.0,1970-01-01 00:00:00.000042816,72750000.0,72750000.0,727500.0,4819718.934398524
1022,1631,NC Mecklenburg 099-282-01,NC Mecklenburg4908 Endolwood Dr,P9774,3,Charlotte,NC,28215,Mecklenburg,,N,15.07,261,0.061366151685393194,0.0766,750.0,0.0,1.8619999999999999,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Grill, Pet Play Area, Wi-Fi",1986.0,,2014-11-06 00:00:00.000000000,10660000,15.72,,Wood Frame,,,,,,157.0,1.11,685.0,0.0,0.076,104.0,0.99,900.0,0.0,0.077,,,,,,,,,,,32.9,34.5,2838.0,35.7,2788.0,,,,,,,2072367.2005420055,,,,,,,,,10660000,0.0,570706.0612843806
1023,1632,NC Mecklenburg 103-261-04,NC Mecklenburg6701 English Hills Dr,P9775,3,Charlotte,NC,282127979,Mecklenburg,,N,19.5,280,0.0548,0.010700000000000001,634.0,0.0,1.2570000000000001,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Package Service, Maintenance on site, Sundeck",1984.0,,2007-11-09 00:00:00.000000000,10105000,15.08,,Wood Frame,,,,,,200.0,1.27,568.0,0.0,0.01,80.0,1.09,800.0,0.0,0.013000000000000001,,,,,,,,,,,31.4,32.7,5354.0,34.0,5210.0,12902.0,S12903,NC Mecklenburg 6701 English Hills Dr,35.0,,0.0548,1274100.0,8323800.0,2007.0,0.22843822800000002,3.0,52.08,518205.13,1970-01-01 00:00:00.000039395,10105000.0,10105000.0,0.0,489167.4113009199
