,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0.1,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
39,FL Pinellas 30-30-17-12123-001-0010,FL Pinellas200 72nd Ave,P2867,2,Saint Petersburg,FL,337025934,Pinellas,,,8.2819,143,0.07045000000000001,0.0301,783.0,0.005,2.0980000000000003,,Laundry Facilities,1971.0,,2015-12-14,7000000,8.05,,Masonry,,,,,,35.0,1.0,587.0,0.005,0.028999999999999998,76.0,1.0,784.0,0.004,0.026000000000000002,32.0,1.0,995.0,0.006,0.031,,,,,,42.1,43.2,2645.0,43.5,2577.0,1214.0,S1215,FL Pinellas 200 72nd Ave,48.0,,,2169594.444055944,3606400.0,2014.0,0.32507574300000003,2.0,59.69,845216.68,2015-12-14,7000000.0,7000000.0,35000.0,353405.3215963076
40,FL Pinellas 30-30-17-75879-001-0010,FL Pinellas111 73rd Ave,P2868,3,Saint Petersburg,FL,33702    ,Pinellas,,,17.3282,441,0.0637,0.1,741.0,0.028999999999999998,2.2680000000000002,,"24 Hour Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Corporate Suites, Car Wash Area, Laundry Service, Pet Play Area, Planned Social Activities, Elevator, Online Services",1973.0,2002.0,2018-02-15,37500000,8.25,,Masonry,54.0,2.0,460.0,0.062,0.09300000000000001,143.0,1.0,630.0,0.06,0.098,213.0,1.0,861.0,0.01,0.099,31.0,2.0,920.0,0.01,0.09699999999999999,,,,,,42.2,43.2,2887.0,43.4,2829.0,5758.0,S5759,FL Pinellas 111 73rd Ave,46.0,,0.0637,6797374.0,24400000.0,2017.0,0.431848292,3.0,115.04,2164102.45,2018-02-15,37500000.0,37500000.0,1087500.0,2250034.4735555556
41,FL Pinellas 30-30-17-75603-001-0010,FL Pinellas411 77th Ave,P2869,3,Saint Petersburg,FL,337024365,Pinellas,,,14.9504,432,0.056299999999999996,0.0833,861.0,0.009000000000000001,1.389,,"Clubhouse, Fitness Center, Playground, Property Manager on Site, Furnished Units Available, Package Service, Storage Space, Elevator, Maintenance on site, Sundeck",1973.0,,2018-08-09,41400000,7.67,,Masonry,,,,,,192.0,1.0,750.0,0.009000000000000001,0.083,240.0,1.0,950.0,0.009000000000000001,0.083,,,,,,,,,,,41.7,42.7,3385.0,43.1,3273.0,5735.0,S5736,FL Pinellas 411 77th Ave,46.0,,0.056299999999999996,7347670.0,25675000.0,2017.0,0.6524286779999999,3.0,97.44,2769156.68,2018-08-09,41400000.0,41400000.0,372600.00000000006,2114239.7283735136
42,FL Pinellas 30-30-17-75603-001-0010,FL Pinellas411 77th Ave,P2869,3,Saint Petersburg,FL,337024365,Pinellas,,,14.9504,432,0.07045000000000001,0.0833,861.0,0.009000000000000001,1.389,,"Clubhouse, Fitness Center, Playground, Property Manager on Site, Furnished Units Available, Package Service, Storage Space, Elevator, Maintenance on site, Sundeck",1973.0,,2018-08-09,41400000,7.67,,Masonry,,,,,,192.0,1.0,750.0,0.009000000000000001,0.083,240.0,1.0,950.0,0.009000000000000001,0.083,,,,,,,,,,,41.7,42.7,3385.0,43.1,3273.0,5798.0,S5799,FL Pinellas 411 77th Ave,46.0,,,2150585.0,13265100.0,2014.0,0.6524286779999999,3.0,70.16,1993792.81,2015-10-27,29808000.0,29808000.0,268272.00000000006,2146137.939511291
43,FL Pinellas 21-30-16-69822-400-4900,FL Pinellas4701 88th Ave,P2873,3,Pinellas Park,FL,33782    ,Pinellas,,,14.5,192,0.075,0.0052,885.0,0.0,1.042,,"24 Hour Access, Clubhouse, Courtyard, Fitness Center, Playground, Spa, Tennis Court, Breakfast/Coffee Concierge, Grill, Pet Play Area, Trash Pickup - Curbside, Wi-Fi, Maintenance on site, Online Services",1986.0,,2012-07-12,12000000,4.75,,Masonry,,,,,,64.0,1.0,718.0,0.0,0.0,128.0,1.0,968.0,0.0,0.008,,,,,,,,,,,43.2,43.6,2845.0,43.9,2833.0,2058.0,S2059,FL Pinellas 4701 88th Ave,31.0,0.075,,2169594.444055944,,2011.0,0.272835654,2.0,73.23,870366.21,2012-07-12,12000000.0,12000000.0,0.0,741134.3151345035
44,FL Pinellas 10-30-15-00000-410-0100,FL Pinellas13225 101st St,P2874,2,Largo,FL,337735605,Pinellas,,,43.62,335,0.07045000000000001,0.0466,,0.0,,,,1969.0,,2015-10-02,5100,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,51.4,1279.0,51.0,1313.0,4974.0,S4975,FL Pinellas 13225 101st St,50.0,,,6829000.0,8950000.0,2005.0,0.003473525,1.0,2727.27,412654.75,2006-09-01,18000000.0,18000000.0,0.0,825463.5514998953
45,FL Pinellas 24-30-16-60837-003-0020,FL Pinellas1200 102nd Ave,P2875,3,Saint Petersburg,FL,337165080,Pinellas,,,24.71,528,0.07045000000000001,0.09849999999999999,974.0,0.0,1.3259999999999998,,"Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Car Wash Area, Maintenance on site",1973.0,1997.0,2016-12-15,44200000,,,Masonry,,,,,,217.0,1.0,843.0,0.0,0.09699999999999999,311.0,1.0,1065.0,0.0,0.1,,,,,,,,,,,39.6,39.2,2773.0,39.5,2353.0,6288.0,S6289,FL Pinellas 1200 102nd Ave,46.0,,,2169594.444055944,20200000.0,2015.0,0.461783016,2.0,88.93,1788749.49,2016-12-15,44200000.0,44200000.0,0.0,3284572.4585870877
46,FL Pinellas 19-30-16-69786-100-0102,FL Pinellas6700 102nd Ave,P2876,2,Pinellas Park,FL,33782    ,Pinellas,,,4.0078,104,0.065,0.0471,650.0,0.006,,,,1981.0,,2019-04-10,,5.27,,,,,,,,104.0,1.0,650.0,0.006,0.048,,,,,,,,,,,,,,,,42.6,43.8,1485.0,44.1,1481.0,42.0,S43,FL Pinellas 6700 102nd Ave,38.0,,0.065,636701.0,5700000.0,2016.0,0.45227089200000004,3.0,139.32,2744647.94,2017-09-15,11000000.0,11000000.0,66000.0,711411.937244202
47,FL Pinellas 19-30-16-69786-100-0102,FL Pinellas6700 102nd Ave,P2876,2,Pinellas Park,FL,33782    ,Pinellas,,,4.0078,104,0.075,0.0471,650.0,0.006,,,,1981.0,,2019-04-10,,5.27,,,,,,,,104.0,1.0,650.0,0.006,0.048,,,,,,,,,,,,,,,,42.6,43.8,1485.0,44.1,1481.0,164.0,S165,FL Pinellas 6700 102nd Ave,38.0,,0.075,2169594.444055944,,2008.0,0.45227089200000004,3.0,69.66,1372323.97,2009-09-24,5500000.0,5500000.0,33000.0,264723.91299801046
48,FL Pinellas 19-30-16-69786-100-0102,FL Pinellas6700 102nd Ave,P2876,2,Pinellas Park,FL,33782    ,Pinellas,,,4.0078,104,0.07045000000000001,0.0471,650.0,0.006,,,,1981.0,,2019-04-10,,5.27,,,,,,,,104.0,1.0,650.0,0.006,0.048,,,,,,,,,,,,,,,,42.6,43.8,1485.0,44.1,1481.0,373.0,S374,FL Pinellas 6700 102nd Ave,38.0,,,643415.0,5700000.0,2017.0,0.45227089200000004,3.0,20.26,399221.52,2018-12-11,1600000.0,1600000.0,9600.0,71432.18936929376
49,FL Pinellas 18-30-17-87364-001-0010,FL Pinellas500 110th Ave,P2877,4,Saint Petersburg,FL,337163159,Pinellas,,,23.06,208,0.055999999999999994,0.0163,740.0,0.003,1.202,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Laundry Service, Package Service, Recycling",1986.0,2012.0,2016-10-12,20250000,,,Wood Frame,,,,,,112.0,2.0,654.0,0.006,0.018000000000000002,96.0,1.0,841.0,0.0,0.01,,,,,,,,,,,35.7,36.6,5646.0,37.3,4484.0,2378.0,S2379,FL Pinellas 500 110th Ave,33.0,,0.055999999999999994,2169594.444055944,11925000.0,2015.0,0.157321156,2.0,128.14,878143.97,2016-10-12,20250000.0,20250000.0,60750.0,1032738.3461755281
50,FL Pinellas 16-30-16-69732-200-2500,FL Pinellas5501 110th Ave,P2878,4,Pinellas Park,FL,33782,Pinellas,,,18.3216,329,0.0611,0.049800000000000004,1046.0,0.0,0.304,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Gated, Grill, Volleyball Court, Wi-Fi",2001.0,,2007-04-04,34200000,5.0,,Masonry,,,,,,100.0,1.0,792.0,0.0,0.05,197.0,1.0,1144.0,0.0,0.051,32.0,1.0,1238.0,0.0,0.063,,,,,,41.0,43.0,1713.0,43.5,1685.0,4829.0,S4830,FL Pinellas 5501 110th Ave,18.0,0.0634,0.0611,3724000.0,19600000.0,2005.0,0.703956205,3.0,60.87,1866649.2,2007-04-04,34200000.0,34200000.0,0.0,1959675.436750158
51,FL Pinellas 18-30-17-11306-001-0020,FL Pinellas190 112th Ave,P2879,3,Saint Petersburg,FL,33716    ,Pinellas,,,26.7305,324,0.07045000000000001,0.054000000000000006,801.0,0.0,1.5430000000000001,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Car Wash Area, Grill, Laundry Service, Package Service, Racquetball Court, Volleyball Court",1989.0,,2001-07-31,16200000,6.87,,Masonry,,,,,,192.0,2.0,649.0,0.0,0.052000000000000005,120.0,1.0,996.0,0.0,0.05,12.0,1.0,1280.0,0.0,0.083,,,,,,36.1,37.0,4744.0,37.7,3716.0,,,,,,,2169594.444055944,,,,,,,,,16200000,0.0,1044864.768938963
52,FL Pinellas 18-30-17-99199-001-0010,FL Pinellas390 112th Ave,P2880,4,Saint Petersburg,FL,337163505,Pinellas,,,14.5871,264,0.07045000000000001,0.0466,980.0,0.006,0.379,,"Business Center, Fitness Center, Picnic Area, Playground, Gated, Basketball Court, Grill, Volleyball Court, Walking/Biking Trails, Wi-Fi, Multi Use Room, Online Services, Sundeck",2004.0,,2015-10-20,20328100,7.09,,Masonry,,,,,,48.0,1.0,685.0,0.006,0.042,132.0,1.0,982.0,0.006,0.046,84.0,1.0,1144.0,0.006,0.048,,,,,,35.9,36.9,4835.0,37.5,3767.0,,,,,,,2169594.444055944,,,,,,,,,20328100,121968.6,1350807.0109988032
53,FL Pinellas 18-30-17-11348-001-0102,FL Pinellas115 112th Ave,P2881,3,Saint Petersburg,FL,337163278,Pinellas,,,21.67,183,0.07045000000000001,0.0541,862.0,0.040999999999999995,3.005,,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Spa, Tennis Court, Grill, Media Center/Movie Theatre",1988.0,,2010-06-24,6620000,6.97,,Wood Frame,,,,,,84.0,1.0,709.0,0.081,0.048,82.0,1.0,961.0,0.006,0.049,17.0,1.0,1140.0,0.040999999999999995,0.11800000000000001,,,,,,36.1,37.0,4697.0,37.6,3677.0,,,,,,,2169594.444055944,,,,,,,,,6620000,271419.99999999994,351678.41253436805
54,FL Pinellas 18-30-17-50949-002-0020,FL Pinellas501 116th Ave,P2882,3,Saint Petersburg,FL,33716,Pinellas,,,15.11,304,0.06,0.0793,787.0,0.0,1.48,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",1975.0,,2017-07-13,32882100,6.46,,Masonry,,,,,,152.0,1.0,637.0,0.042,0.079,116.0,1.0,815.0,0.0,0.078,36.0,1.0,1326.0,0.0,0.083,,,,,,35.8,36.7,4775.0,37.4,3699.0,4385.0,S4386,FL Pinellas 501 116th Ave,44.0,,0.06,2169594.444055944,17450000.0,2016.0,0.363304877,1.0,137.51,2176181.34,2017-07-13,32882100.0,32882100.0,0.0,2001466.6377285146
55,FL Pinellas 18-30-17-50949-002-0020,FL Pinellas501 116th Ave,P2882,3,Saint Petersburg,FL,33716,Pinellas,,,15.11,304,0.06,0.0793,787.0,0.0,1.48,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",1975.0,,2017-07-13,32882100,6.46,,Masonry,,,,,,152.0,1.0,637.0,0.042,0.079,116.0,1.0,815.0,0.0,0.078,36.0,1.0,1326.0,0.0,0.083,,,,,,35.8,36.7,4775.0,37.4,3699.0,4489.0,S4490,FL Pinellas 501 116th Ave,44.0,0.06,,1490436.0,10400000.0,2012.0,0.363304877,1.0,76.53,1211118.46,2013-02-19,18300000.0,18300000.0,0.0,1095442.4242424243
56,FL Pinellas 18-30-15-00000-110-1700,FL Pinellas11444 137th St,P2886,3,Largo,FL,337744048,Pinellas,,,9.8,140,0.1025,0.08,517.0,0.008,1.5430000000000001,,"Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Grill, Laundry Service",1975.0,,2011-08-12,7000000,11.04,,Reinforced Concrete,,,,,,136.0,2.0,501.0,0.008,0.07400000000000001,4.0,1.0,1060.0,0.01,0.25,,,,,,,,,,,47.9,48.9,1803.0,48.5,2025.0,1232.0,S1233,FL Pinellas 11444 137th St,44.0,0.1025,,1334000.0,4600000.0,2007.0,0.171211184,3.0,88.11,657142.86,2008-06-13,6440000.0,6440000.0,51520.0,574614.9999999999
57,FL Pinellas 18-30-15-00000-110-1700,FL Pinellas11444 137th St,P2886,3,Largo,FL,337744048,Pinellas,,,9.8,140,0.1198,0.08,517.0,0.008,1.5430000000000001,,"Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Grill, Laundry Service",1975.0,,2011-08-12,7000000,11.04,,Reinforced Concrete,,,,,,136.0,2.0,501.0,0.008,0.07400000000000001,4.0,1.0,1060.0,0.01,0.25,,,,,,,,,,,47.9,48.9,1803.0,48.5,2025.0,1309.0,S1310,FL Pinellas 11444 137th St,44.0,,0.1198,862400.0,3198400.0,1996.0,0.171211184,3.0,53.36,397959.18,1997-06-01,3900000.0,3900000.0,31200.0,399611.1304347826
58,FL Pinellas 05-30-16-70920-200-0602,FL Pinellas6465 142nd Ave,P2887,3,Clearwater,FL,337602761,Pinellas,,,59.0339,461,0.0575,0.0599,728.0,0.0,1.085,,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Maintenance on site, Sundeck",1985.0,2018.0,2018-11-16,225000,,,Reinforced Concrete,110.0,2.0,537.0,0.0,0.064,216.0,1.0,671.0,0.0,0.06,135.0,1.0,973.0,0.0,0.059000000000000004,,,,,,,,,,,40.7,42.0,2584.0,42.7,2411.0,6252.0,S6253,FL Pinellas 6465 142nd Ave,34.0,,0.0575,13626640.0,30875000.0,2017.0,0.195088034,2.0,112.13,952842.35,2018-04-30,56250000.0,56250000.0,0.0,2607002.659291565
59,FL Pinellas 05-30-16-70920-200-0602,FL Pinellas6465 142nd Ave,P2887,3,Clearwater,FL,337602761,Pinellas,,,59.0339,461,0.07045000000000001,0.0599,728.0,0.0,1.085,,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Maintenance on site, Sundeck",1985.0,2018.0,2018-11-16,225000,,,Reinforced Concrete,110.0,2.0,537.0,0.0,0.064,216.0,1.0,671.0,0.0,0.06,135.0,1.0,973.0,0.0,0.059000000000000004,,,,,,,,,,,40.7,42.0,2584.0,42.7,2411.0,6299.0,S6300,FL Pinellas 6465 142nd Ave,34.0,,,3083549.0,19788500.0,2014.0,0.195088034,2.0,79.73,677576.78,2015-06-09,40000000.0,40000000.0,0.0,2766475.878044889
60,FL Pinellas 05-30-16-70920-200-0602,FL Pinellas6465 142nd Ave,P2887,3,Clearwater,FL,337602761,Pinellas,,,59.0339,461,0.07,0.0599,728.0,0.0,1.085,,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Maintenance on site, Sundeck",1985.0,2018.0,2018-11-16,225000,,,Reinforced Concrete,110.0,2.0,537.0,0.0,0.064,216.0,1.0,671.0,0.0,0.06,135.0,1.0,973.0,0.0,0.059000000000000004,,,,,,,,,,,40.7,42.0,2584.0,42.7,2411.0,6387.0,S6388,FL Pinellas 6465 142nd Ave,34.0,,0.07,2028400.0,15900000.0,2003.0,0.195088034,2.0,47.9,407054.25,2004-12-31,24030000.0,24030000.0,0.0,1638242.7401340285
61,FL Pinellas 05-30-16-70920-200-0602,FL Pinellas6465 142nd Ave,P2887,3,Clearwater,FL,337602761,Pinellas,,,59.0339,461,0.08900000000000001,0.0599,728.0,0.0,1.085,,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Maintenance on site, Sundeck",1985.0,2018.0,2018-11-16,225000,,,Reinforced Concrete,110.0,2.0,537.0,0.0,0.064,216.0,1.0,671.0,0.0,0.06,135.0,1.0,973.0,0.0,0.059000000000000004,,,,,,,,,,,40.7,42.0,2584.0,42.7,2411.0,6420.0,S6421,FL Pinellas 6465 142nd Ave,34.0,,0.08900000000000001,2028400.0,14300000.0,2002.0,0.195088034,2.0,35.69,303313.86,2003-08-22,17905800.0,17905800.0,0.0,1503125.837676843
63,FL Pinellas 08-30-15-42900-000-0001,FL Pinellas12701 126th Ave,P2890,2,Largo,FL,33774    ,Pinellas,,,16.21,148,0.07045000000000001,0.0466,,0.0,,,,1965.0,,2006-05-01,4500000,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,42.3,2292.0,42.5,2389.0,,,,,,,2169594.444055944,,,,,,,,,4500000,0.0,172201.66920102658
64,FL Pinellas 30-28-16-00336-000-0010,FL Pinellas2524 Alexander Pl,P2891,4,Clearwater,FL,33763,Pinellas,,,44.2842,330,0.05,0.0782,1031.0,0.009000000000000001,,,"Controlled Access, Fitness Center, Property Manager on Site, Cabana, Gameroom, Car Charging Station, Confere Rooms, Lounge",2018.0,,2018-08-21,69300000,11.76,,,,,,,,150.0,2.0,830.0,0.009000000000000001,0.08,152.0,1.0,1179.0,0.009000000000000001,0.079,28.0,1.0,1300.0,0.009000000000000001,0.071,,,,,,50.2,51.7,1866.0,52.0,1816.0,4697.0,S4698,FL Pinellas 2524 Alexander Pl,1.0,0.05,,8475095.0,8475095.0,2017.0,0.17107141,3.0,210.0,1564892.22,2018-08-21,69300000.0,69300000.0,623700.0000000001,3333076.860490345
65,FL Hillsborough P-04-29-22-ZZZ-000006-06850.0,FL Hillsborough602 Alexander St,P2892,3,Plant City,FL,335637161,Hillsborough,,,17.7466,160,0.07045000000000001,0.07,715.0,0.049,1.875,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Tennis Court, Breakfast/Coffee Concierge, Package Service, Racquetball Court, Volleyball Court",1988.0,,2002-08-30,5400000,35.1,,Reinforced Concrete,,,,,,122.0,1.0,648.0,0.057,0.066,32.0,0.0,905.0,0.008,0.063,6.0,1.0,1057.0,0.01,0.16699999999999998,,,,,,34.8,35.7,824.0,36.5,883.0,,,,,,,2557829.3079584776,,,,,,,,,5400000,264600.0,235346.23145626378
66,FL Pinellas 11-28-15-96924-000-0001,FL Pinellas3301 Alt 19,P2893,2,Palm Harbor,FL,346831938,Pinellas,,,0.0,279,0.07045000000000001,0.0527,,0.0,0.036000000000000004,,,1979.0,,2001-03-09,2200000,15.48,,Masonry,,,,,,279.0,,,,0.054000000000000006,,,,,,,,,,,,,,,,46.8,47.3,1745.0,47.4,1941.0,,,,,,,2169594.444055944,,,,,,,,,2200000,0.0,2261.2386955122247
67,FL Hillsborough 072304-0511,FL Hillsborough2516 Annapolis Way,P2896,4,Brandon,FL,33511,Hillsborough,,,8.2508,167,0.07045000000000001,0.0886,1087.0,0.0,2.695,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Tanning Salon, Package Service, Storage Space, Elevator, Maintenance on site, Sundeck",2008.0,,2018-02-23,24881933,18.68,,Masonry,,,,,,78.0,1.0,894.0,0.0,0.09,75.0,1.0,1237.0,0.0,0.09300000000000001,14.0,1.0,1354.0,0.0,0.071,,,,,,31.7,33.1,5710.0,34.5,4864.0,,,,,,,2557829.3079584776,,,,,,,,,24881933,0.0,1725623.3323505877
68,FL Hillsborough U-32-29-20-663-000002-69950.1,FL Hillsborough1240 Astor Commons Pl,P2898,4,Brandon,FL,33511,Hillsborough,,,18.6,324,0.07045000000000001,0.053399999999999996,1125.0,0.006999999999999999,1.4380000000000002,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Spa, Tennis Court, Gated, Car Wash Area, Gameroom, Grill, Pet Play Area, Wi-Fi, Online Services, Zen Garden",2001.0,,2001-08-01,23166800,19.09,,Reinforced Concrete,,,,,,84.0,1.0,834.0,0.006999999999999999,0.06,192.0,1.0,1189.0,0.006,0.052000000000000005,48.0,1.0,1376.0,0.006,0.063,,,,,,32.2,33.6,5589.0,35.0,4870.0,,,,,,,2557829.3079584776,,,,,,,,,23166800,162167.59999999998,1545876.4976487702
69,FL Hillsborough U-19-29-20-62K-000000-00001.0,FL Hillsborough10011 Balaye Run Dr,P2899,4,Tampa,FL,33619,Hillsborough,,,34.0,324,0.057,0.06480000000000001,1018.0,0.006999999999999999,1.889,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Gated, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Grill, Laundry Service, Media Center/Movie Theatre, Walking/Biking Trails, Wi-Fi",2002.0,,2016-03-17,46000000,17.91,,Masonry,,,,,,144.0,1.0,842.0,0.0,0.063,144.0,1.0,1085.0,0.016,0.063,36.0,1.0,1453.0,0.0,0.055999999999999994,,,,,,30.7,32.0,2533.0,33.5,2106.0,4758.0,S4759,FL Hillsborough 10011 Balaye Run Dr,17.0,,0.057,2557829.3079584776,26816900.0,2015.0,0.23072435600000002,3.0,134.62,1352941.18,2016-03-17,46000000.0,46000000.0,321999.99999999994,2667405.613180461
70,FL Hillsborough U-19-29-20-62K-000000-00001.0,FL Hillsborough10011 Balaye Run Dr,P2899,4,Tampa,FL,33619,Hillsborough,,,34.0,324,0.065,0.06480000000000001,1018.0,0.006999999999999999,1.889,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Gated, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Grill, Laundry Service, Media Center/Movie Theatre, Walking/Biking Trails, Wi-Fi",2002.0,,2016-03-17,46000000,17.91,,Masonry,,,,,,144.0,1.0,842.0,0.0,0.063,144.0,1.0,1085.0,0.016,0.063,36.0,1.0,1453.0,0.0,0.055999999999999994,,,,,,30.7,32.0,2533.0,33.5,2106.0,4856.0,S4857,FL Hillsborough 10011 Balaye Run Dr,17.0,,0.065,1944000.0,21298000.0,2010.0,0.23072435600000002,3.0,89.11,895588.24,2012-08-27,30450000.0,30450000.0,213149.99999999997,1996091.477758768
71,FL Hillsborough U-06-30-20-ZZZ-000002-81360.0,FL Hillsborough5959 Bandera Springs Cir,P2902,4,Riverview,FL,33578,Hillsborough,,,25.81,251,0.0509,0.048600000000000004,917.0,0.0,2.39,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Corporate Suites, Gated, Breakfast/Coffee Concierge, Car Wash Area, Furnished Units Available, Grill, Laundry Service, Package Service, Pet Play Area",2003.0,,2018-04-12,37000000,20.65,,Masonry,50.0,2.0,583.0,0.0,0.06,90.0,1.0,831.0,0.0,0.044000000000000004,86.0,1.0,1045.0,0.0,0.047,25.0,1.0,1451.0,0.0,0.04,,,,,,32.1,34.0,2010.0,35.4,1887.0,3272.0,S3273,FL Hillsborough 5959 Bandera Springs Cir,16.0,,0.0509,2510000.0,21873700.0,2017.0,0.211894158,2.0,155.31,1433552.89,2018-04-12,37000000.0,37000000.0,0.0,1845218.6251839395
72,FL Hillsborough U-06-30-20-ZZZ-000002-81360.0,FL Hillsborough5959 Bandera Springs Cir,P2902,4,Riverview,FL,33578,Hillsborough,,,25.81,251,0.07045000000000001,0.048600000000000004,917.0,0.0,2.39,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Corporate Suites, Gated, Breakfast/Coffee Concierge, Car Wash Area, Furnished Units Available, Grill, Laundry Service, Package Service, Pet Play Area",2003.0,,2018-04-12,37000000,20.65,,Masonry,50.0,2.0,583.0,0.0,0.06,90.0,1.0,831.0,0.0,0.044000000000000004,86.0,1.0,1045.0,0.0,0.047,25.0,1.0,1451.0,0.0,0.04,,,,,,32.1,34.0,2010.0,35.4,1887.0,3330.0,S3331,FL Hillsborough 5959 Bandera Springs Cir,16.0,,,2510000.0,18709217.0,2014.0,0.211894158,2.0,110.04,1015691.59,2015-08-07,26215000.0,26215000.0,0.0,1755326.098381333
73,FL Pinellas 34-29-15-87265-000-0010,FL Pinellas701 Bay Dr,P2904,3,Largo,FL,337703735,Pinellas,,,7.0406,140,0.057699999999999994,0.025699999999999997,554.0,0.004,0.857,,"Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Breakfast/Coffee Concierge, Grill, Laundry Service",1986.0,2015.0,2018-02-07,13400000,5.74,,Masonry,,,,,,139.0,2.0,550.0,0.004,0.028999999999999998,1.0,1.0,1100.0,0.005,0.0,,,,,,,,,,,47.0,45.1,4017.0,44.7,4105.0,1060.0,S1061,FL Pinellas 701 Bay Dr,33.0,,0.057699999999999994,1148376.0,6000000.0,2017.0,0.229725323,2.0,190.2,1903246.88,2018-02-07,13400000.0,13400000.0,53600.0,728740.0439289745
74,FL Pinellas 34-29-15-87265-000-0010,FL Pinellas701 Bay Dr,P2904,3,Largo,FL,337703735,Pinellas,,,7.0406,140,0.07045000000000001,0.025699999999999997,554.0,0.004,0.857,,"Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Breakfast/Coffee Concierge, Grill, Laundry Service",1986.0,2015.0,2018-02-07,13400000,5.74,,Masonry,,,,,,139.0,2.0,550.0,0.004,0.028999999999999998,1.0,1.0,1100.0,0.005,0.0,,,,,,,,,,,47.0,45.1,4017.0,44.7,4105.0,1168.0,S1169,FL Pinellas 701 Bay Dr,33.0,,,1798000.0,5800000.0,2006.0,0.229725323,2.0,116.18,1162542.97,2007-07-19,8185000.0,8185000.0,32740.0,464200.6394334395
