,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
2283,NC Forsyth 6808-81-0798,NC Forsyth2309 Providence Pointe Ln,P10426,3,Winston-Salem,NC,27106,Forsyth,,N,11.29,312,,1.92,988.0,0.4,1.2819999999999998,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Package Service, Lounge, Maintenance on site, Sundeck",2007.0,,,,31.16,,Wood Frame,,,,,,120.0,1.0,800.0,0.4,1.7,168.0,0.85,1085.0,0.4,1.8,24.0,0.84,1250.0,0.6,4.2,,,,,,33.1,34.8,1528.0,35.9,1546.0
2284,NC Mecklenburg 187-331-01,NC Mecklenburg7125 Providence Square Dr,P10427,2,Charlotte,NC,28270,Mecklenburg,,N,25.38,473,,5.07,1308.0,0.6,0.8220000000000001,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Tennis Court, Breakfast/Coffee Concierge, Grill, Package Service, Recycling",1968.0,,11/07/14,"50,450,000",13.76,,Wood Frame,,,,,,36.0,1.12,851.0,0.6,5.6,225.0,0.84,1137.0,0.6,4.9,150.0,0.87,1389.0,0.6,5.3,62.0,0.75,1998.0,0.6,4.8,39.0,39.3,1501.0,39.8,1532.0
2285,NC New Hanover R05508-002-015-900,NC New Hanover450 Racine Dr,P10428,3,Wilmington,NC,284031720,New Hanover,,N,7.9367,420,,,671.0,0.3,1.19,,"24 Hour Access, Controlled Access, Laundry Facilities, Picnic Area, Property Manager on Site, Basketball Court, Car Wash Area, Furnished Units Available, Grill, Trash Pickup - Door to Door, Bicycle Storage",1990.0,,,,7.94,,Reinforced Concrete,120.0,1.11,475.0,0.3,0.0,300.0,0.54,750.0,0.3,0.0,,,,,,,,,,,,,,,,28.2,29.8,4269.0,30.6,4610.0
2286,NC New Hanover R05508-002-015-000,NC New Hanover455 Racine Dr,P10429,3,Wilmington,NC,28403,New Hanover,,N,8.25,418,,20.33,615.0,1.0,0.9570000000000001,,"Fitness Center, Laundry Facilities, Property Manager on Site, Basketball Court, Furnished Units Available, Grill, Planned Social Activities, Volleyball Court",1989.0,,05/29/15,"20,679,520",7.94,,Wood Frame,,,,,,280.0,1.52,542.0,1.0,20.4,38.0,2.82,471.0,1.0,21.1,100.0,1.96,876.0,1.0,20.0,,,,,,28.2,29.9,4254.0,30.6,4595.0
2287,NC Wake 1734.09-26-1556-000,NC Wake4805 Raleigh Beach Rd,P10430,4,Raleigh,NC,27610,Wake,,N,28.48,486,,,1003.0,0.0,,,,2020.0,,,,20.1,,,18.0,,572.0,,,192.0,,782.0,,,180.0,,1099.0,,,96.0,,1344.0,,,,,,,,33.0,35.2,2072.0,36.7,1966.0
2288,NC Wake 0648.12-95-0812-000,NC Wake1936 Ralph Stephens,P10431,3,Holly Springs,NC,27540,Wake,,N,48.2699,316,,,979.0,0.0,,,"24 Hour Access, Fitness Center, Property Manager on Site, Security System, Renters Insurance Program, Maintenance on site, Online Services",2019.0,,,,24.71,,,,,,,,137.0,,758.0,,,141.0,,1109.0,,,38.0,,1294.0,,,,,,,,31.4,34.2,917.0,35.8,929.0
2289,NC New Hanover R05507-004-006-003,NC New Hanover4901 Randall Pky,P10432,2,Wilmington,NC,28403,New Hanover,,N,17.03,384,,7.03,831.0,0.8,,,"Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Grill, Maintenance on site, Sundeck",1981.0,,01/06/15,,7.13,,Wood Frame,,,,,,96.0,1.25,550.0,0.8,7.3,288.0,0.86,925.0,0.8,6.9,,,,,,,,,,,33.3,33.9,3106.0,34.5,3193.0
2290,NC Mecklenburg 229-171-01,NC Mecklenburg7420 Rea Park Ln,P10433,4,Charlotte,NC,28277,Mecklenburg,,N,,455,,52.09,1172.0,0.0,0.0,,"Fitness Center, Package Service, Pet Play Area, Putting Greens, Lounge, Pet Washing Station",2018.0,,,,18.96,,Reinforced Concrete,,,,,,202.0,1.81,762.0,0.0,52.0,184.0,1.49,1354.0,0.0,52.2,69.0,1.53,1887.0,0.0,52.2,,,,,,32.4,35.3,980.0,37.0,1054.0
2291,NC Mecklenburg 211-212-11,NC Mecklenburg6609 Reafield Dr,P10434,3,Charlotte,NC,282263579,Mecklenburg,,N,29.988000000000003,324,,6.17,911.0,1.4,1.5859999999999999,,"Business Center, Fitness Center, Playground, Tennis Court, Car Wash Area, Pet Play Area",1986.0,,02/27/19,"45,500,000",13.52,,Wood Frame,,,,,,134.0,1.21,793.0,0.7,6.0,174.0,1.2,979.0,1.9,5.8,16.0,1.16,1167.0,1.8,12.5,,,,,,37.0,38.0,1598.0,38.9,1424.0
2292,NC Mecklenburg 029-201-07,NC Mecklenburg2725 Reseda Pl,P10435,4,Charlotte,NC,28262,Mecklenburg,,N,29.0,322,,64.6,1028.0,7.1,,,"Business Center, Clubhouse, Fitness Center, Cabana, Package Service, Smoke Free, Trash Pickup - Door to Door, Lounge, Maintenance on site",2018.0,,,,20.84,,,36.0,1.75,658.0,8.4,63.9,96.0,1.55,804.0,8.3,64.6,154.0,1.29,1179.0,6.0,64.9,36.0,1.32,1347.0,8.3,63.9,,,,,,31.6,34.2,1108.0,35.9,1084.0
2293,NC Wake 0750.01-05-6818-000,NC Wake100 Reunion Park Dr,P10436,3,Apex,NC,27539    ,Wake,,N,41.72,420,,4.05,972.0,0.0,2.048,,"Fitness Center, Playground",2000.0,,,,20.75,,Wood Frame,,,,,,120.0,1.29,747.0,0.0,4.2,208.0,1.24,994.0,0.0,3.9,92.0,1.12,1215.0,0.0,4.4,,,,,,30.3,33.3,990.0,35.1,1004.0
2294,NC Wake 0786.08-89-6247-000,NC Wake6200 Riese Dr,P10437,3,Raleigh,NC,276133037,Wake,,N,39.91,368,,2.99,880.0,0.5,1.033,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Cabana, Pet Play Area",1982.0,2016.0,06/30/15,"18,600,000",7.3,,Wood Frame,,,,,,170.0,1.34,744.0,0.5,2.9,198.0,1.24,996.0,0.5,3.0,,,,,,,,,,,34.1,35.6,4283.0,36.8,3664.0
2295,NC Mecklenburg 207-132-87,NC Mecklenburg8025 Riverbirch Dr,P10438,3,Charlotte,NC,282105761,Mecklenburg,,N,17.7457,394,,6.09,1116.0,0.0,1.005,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Sauna, Tennis Court, Grill, Pet Play Area, Planned Social Activities, Volleyball Court",1983.0,,03/23/12,"14,200,000",0.9,18.0,Wood Frame,,,,,,134.0,1.06,858.0,0.0,6.0,194.0,0.96,1192.0,0.0,6.2,66.0,0.91,1415.0,0.0,6.1,,,,,,33.8,35.2,3493.0,36.5,3102.0
2296,NC Wake 0796.19-51-8542-000,NC Wake4700 Riverwood Cir,P10439,4,Raleigh,NC,27612,Wake,,N,7.131,335,,20.0,1056.0,3.5,0.006,,"Controlled Access, Fitness Center, Spa, Gameroom, Walking/Biking Trails, Wi-Fi, Bicycle Storage, Confere Rooms, Elevator, Lounge, Online Services, Pet Care, Sundeck",2016.0,,,,10.93,,Reinforced Concrete,55.0,2.17,545.0,7.5,20.0,106.0,1.81,767.0,7.7,19.8,150.0,1.38,1308.0,1.0,20.0,24.0,1.58,1923.0,1.0,20.8,,,,,,40.4,40.5,2548.0,41.0,2243.0
2297,NC New Hanover R07800-006-184-000,NC New Hanover6110 Riverwoods Dr,P10440,3,Wilmington,NC,28412,New Hanover,,N,24.48,312,,3.21,911.0,0.5,1.923,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Grill, Package Service, Planned Social Activities, Storage Space, Maintenance on site, Sundeck",2007.0,,,,16.24,,,,,,,,84.0,1.32,624.0,0.5,3.6,156.0,1.04,940.0,0.5,3.2,72.0,0.99,1185.0,0.5,2.8,,,,,,36.4,38.4,672.0,39.1,758.0
2298,NC Gaston 115010,NC Gaston1930 Robinwood Rd,P10441,3,Gastonia,NC,28054,Gaston,,N,40.9153,428,,7.24,1000.0,1.4,2.0,,"Clubhouse, Picnic Area, Playground, Property Manager on Site, Car Wash Area",1993.0,,,,16.42,,Wood Frame,,,,,,,,,,,428.0,0.91,1000.0,1.4,7.2,,,,,,,,,,,39.9,39.7,1524.0,40.1,1509.0
2299,NC Mecklenburg 105-361-05,NC Mecklenburg5951 Rocky River Rd,P10442,3,Charlotte,NC,28215,Mecklenburg,,N,180.0,695,,,1103.0,0.0,,,,2020.0,,,,21.88,,,,,,,,,,,,,695.0,,1103.0,,,,,,,,,,,,,34.2,36.3,1060.0,37.8,1102.0
2300,NC Mecklenburg 017-152-36,NC Mecklenburg13255 Rosedale Hill Ave,P10443,4,Huntersville,NC,28078,Mecklenburg,,N,19.0109,328,,1.83,998.0,0.0,1.7590000000000001,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Breakfast/Coffee Concierge, Car Wash Area, Grill, Package Service, Wi-Fi, Maintenance on site",2000.0,,,,20.17,,Wood Frame,,,,,,128.0,1.51,724.0,0.0,1.6,165.0,1.16,1141.0,0.0,1.8,35.0,1.06,1322.0,0.0,2.9,,,,,,33.9,35.4,2322.0,36.6,2261.0
2301,NC Pitt 58133,NC Pitt1815 Rosemont Dr,P10444,3,Greenville,NC,278585453,Pitt,,N,19.386,378,,2.91,677.0,0.5,1.8119999999999998,,Pet Play Area,1998.0,,,,9.4,,Wood Frame,,,,,,200.0,0.7,620.0,0.5,3.0,178.0,0.71,740.0,0.5,2.8,,,,,,,,,,,32.2,33.8,2413.0,34.4,2746.0
2302,NC Mecklenburg 025-121-01,NC Mecklenburg5301 Roundstone Way,P10445,4,Charlotte,NC,28216,Mecklenburg,,N,23.09,492,,3.05,942.0,0.5,1.1179999999999999,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Car Wash Area, Grill, Guest Apartment, Package Service, Recycling, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck",2007.0,,,,14.71,,Wood Frame,,,,,,198.0,1.31,735.0,0.5,3.0,258.0,1.09,1060.0,0.5,3.1,36.0,1.09,1229.0,0.5,2.8,,,,,,31.4,32.8,2141.0,34.2,1912.0
2303,NC Craven P10446,NC Craven601 Roundtree St,P10446,2,New Bern,NC,28562,Craven,,N,,316,,3.8,1071.0,0.0,,,"Business Center, Laundry Facilities, Property Manager on Site",,2016.0,,,4.59,,,,,,,,79.0,,699.0,,3.8,79.0,,958.0,,3.8,79.0,,1246.0,,3.8,79.0,,1382.0,,3.8,38.8,39.9,1417.0,40.6,1547.0
2304,NC Durham 103374,NC Durham425 Roxboro St,P10447,4,Durham,NC,27701,Durham,,N,,356,,,,0.0,,,,2020.0,,,,14.3,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,33.6,35.9,5122.0,36.9,5176.0
2305,NC Mecklenburg 177-091-01,NC Mecklenburg 3601-3701 Roxborough Pky,P10448,2,Charlotte,NC,28211,Mecklenburg,,N,24.44,353,,7.08,1306.0,0.0,,,"24 Hour Access, Clubhouse, Courtyard, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Basketball Court, Cabana, Grill, Package Service, Trash Pickup - Door to Door",1972.0,,,,9.86,,Masonry,,,,,,66.0,1.0,845.0,0.0,7.6,225.0,0.73,1312.0,0.0,7.1,62.0,0.67,1776.0,0.0,6.5,,,,,,42.5,41.3,2403.0,41.4,2392.0
2306,NC Mecklenburg 177-091-11,NC Mecklenburg 3601-3701 Roxborough Pkwy Dr,P10449,4,Charlotte,NC,282113419,Mecklenburg,,N,,353,,,1000.0,0.0,,,,2021.0,,,,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,41.4,2393.0,41.4,2384.0
2307,NC Mecklenburg 221-091-15,NC Mecklenburg12512 Sabal Point Dr,P10450,3,Pineville,NC,28134,Mecklenburg,,N,23.13,374,,4.55,918.0,0.0,1.07,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Tennis Court, Grill, Laundry Service, Racquetball Court, Volleyball Court",1987.0,,,,11.95,,Wood Frame,,,,,,202.0,1.21,760.0,0.0,4.5,88.0,1.03,1010.0,0.0,4.6,84.0,1.16,1203.0,0.0,4.8,,,,,,37.3,36.3,1890.0,36.9,1783.0
2308,NC Carteret 6334.06.38.4305000,NC Carteret1450 Salter Path Rd,P10451,1,Atlantic Beach,NC,285125921,Carteret,,N,35.0,380,,4.21,,0.0,,,,1972.0,,04/09/18,"14,820,100",46.87,,,,,,,,380.0,,,,4.2,,,,,,,,,,,,,,,,50.5,53.5,47.0,55.1,51.0
2309,NC Guilford 0196602,NC Guilford5080 Samet Dr,P10452,3,High Point,NC,27265,Guilford,,N,21.52,312,,0.0,896.0,0.3,0.003,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Furnished Units Available, Package Service, Planned Social Activities, Trash Pickup - Door to Door, Wi-Fi",2000.0,,02/11/15,"23,700,000",10.52,,Wood Frame,,,,,,120.0,0.94,763.0,0.3,0.0,168.0,0.85,943.0,0.3,0.0,24.0,0.79,1233.0,0.3,0.0,,,,,,37.1,39.1,1225.0,40.2,1181.0
2310,NC Guilford 0093247,NC Guilford201 Sandbar Cir,P10453,4,Greensboro,NC,27406,Guilford,,N,19.68,360,,3.89,1220.0,0.5,1.389,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Grill, Pet Play Area, Maintenance on site",2016.0,,,,17.78,,Wood Frame,,,,,,,,,,,180.0,0.78,1165.0,0.5,3.9,180.0,0.82,1275.0,0.5,3.9,,,,,,32.6,34.8,886.0,36.0,906.0
2311,NC Wake 0772.06-48-2488-000,NC Wake6000 Scarlet Sky Way,P10454,3,Cary,NC,275189224,Wake,,N,19.49,344,,5.23,1019.0,0.0,1.02,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Spa, Breakfast/Coffee Concierge, Gameroom, Grill, Walking/Biking Trails",2005.0,,08/07/15,,12.99,,Wood Frame,,,,,,190.0,1.43,796.0,0.0,5.3,130.0,1.17,1255.0,0.0,5.4,24.0,1.15,1500.0,0.0,4.2,,,,,,36.2,37.4,2319.0,38.4,2187.0
2312,NC Mecklenburg 005-061-20A,NC Mecklenburg16930 Sedgebrook Ln,P10455,3,Huntersville,NC,28078    ,Mecklenburg,,N,8.5917,368,,3.53,972.0,0.0,1.834,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Grill, Recycling, Trash Pickup - Door to Door, Wi-Fi",1999.0,,,,23.23,,Wood Frame,,,,,,124.0,1.5,726.0,0.0,3.2,200.0,1.22,1063.0,0.0,3.5,44.0,1.35,1255.0,0.0,4.6,,,,,,37.5,39.3,1655.0,40.6,1499.0
2313,NC Wake 1726.11-66-5003-000,NC Wake5014 Sedgewick Dr,P10456,3,Raleigh,NC,276164506,Wake,,N,42.41,404,,1.24,1027.0,0.0,2.129,,Laundry Facilities,1978.0,,05/17/19,"46,850,000",17.68,,Wood Frame,,,,,,100.0,1.16,798.0,0.0,2.0,256.0,0.84,1057.0,0.0,0.8,48.0,0.82,1332.0,0.0,2.1,,,,,,30.5,33.7,3116.0,35.4,2985.0
2314,NC Wake 0699.01-16-7852-000,NC Wake500 Shady Summit Way,P10457,4,Raleigh,NC,27603,Wake,,N,42.346000000000004,412,,13.11,1043.0,2.3,,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Tennis Court, Basketball Court, Car Wash Area, Gameroom, Grill, Pet Play Area, Volleyball Court, Walking/Biking Trails, Elevator, Lounge, Pet Care, Pet Washing Station",2018.0,,,,22.91,,,,,,,,206.0,1.39,820.0,2.3,13.1,170.0,1.1,1233.0,2.3,12.9,36.0,1.18,1420.0,2.3,13.9,,,,,,36.5,39.0,108.0,40.4,114.0
2315,NC Wake 1707.20-80-8459-000,NC Wake6317 Shanda Dr,P10458,3,Raleigh,NC,276093349,Wake,,N,50.11,471,,12.95,907.0,0.0,1.979,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Grill, Package Service, Storage Space, Maintenance on site",1982.0,,01/14/16,"31,000,000",11.52,,Wood Frame,,,,,,230.0,1.19,726.0,0.0,13.0,185.0,1.11,1045.0,0.0,13.0,56.0,1.04,1195.0,0.0,12.5,,,,,,37.0,37.6,3548.0,38.5,3232.0
2316,NC Mecklenburg 183-177-02,NC Mecklenburg4411 Sharon Rd,P10459,4,Charlotte,NC,282113520,Mecklenburg,,N,,355,,,750.0,0.0,,,"Fitness Center, Cabana, Grill, On-Site Retail, Lounge",2021.0,,,,10.31,,,345.0,,750.0,,,,,,,,,,,,,,,,,,,,,,,42.6,41.5,2403.0,41.6,2381.0
2317,NC Mecklenburg 177-092-09,NC Mecklenburg345 Sharon Township Ln,P10460,4,Charlotte,NC,28211,Mecklenburg,,N,7.959,369,,31.71,1023.0,0.5,0.705,,,2018.0,,,,9.95,,Masonry,40.0,2.13,615.0,8.3,32.5,133.0,2.11,794.0,0.0,31.6,167.0,2.16,1166.0,0.0,31.7,29.0,2.45,1811.0,0.0,31.0,,,,,,39.0,39.8,1893.0,40.4,1967.0
2318,NC Wake 0783.13-02-4533-000,NC Wake1310 Silver Sage Dr,P10461,4,Raleigh,NC,27606,Wake,,N,27.7,372,,5.91,965.0,0.0,1.796,,"Clubhouse, Fitness Center, Picnic Area, Spa, Breakfast/Coffee Concierge, Grill, Wi-Fi",2008.0,,07/31/15,"59,000,000",12.06,,Wood Frame,,,,,,205.0,1.56,769.0,0.0,5.9,139.0,1.19,1174.0,0.0,5.8,28.0,1.19,1362.0,0.0,7.1,,,,,,31.5,33.0,2928.0,34.4,2515.0
2319,NC Durham 139323,NC Durham614 Snow Crest Trl,P10462,3,Durham,NC,27707,Durham,,N,57.5412,363,,4.13,930.0,0.0,1.9609999999999999,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Tennis Court, Breakfast/Coffee Concierge, Grill, Laundry Service, Maintenance on site",1989.0,,04/30/15,"28,727,000",15.3,,Wood Frame,,,,,,177.0,1.14,782.0,0.0,4.0,150.0,1.06,1022.0,0.0,4.0,36.0,0.93,1280.0,0.0,5.6,,,,,,32.3,33.9,4856.0,34.7,4120.0
2320,NC Mecklenburg 047-181-11,NC Mecklenburg500 Solano Dr,P10463,4,Charlotte,NC,282621054,Mecklenburg,,N,25.526,368,,8.15,979.0,7.5,1.087,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Tennis Court, Basketball Court, Car Wash Area, Pet Play Area, Lounge, Online Services",2000.0,,08/30/17,"52,450,000",18.84,,Wood Frame,,,,,,166.0,1.42,776.0,8.4,7.8,178.0,1.19,1104.0,7.1,7.9,24.0,1.07,1454.0,5.2,12.5,,,,,,28.8,29.6,3964.0,31.0,3417.0
2321,NC Cumberland P10464,NC Cumberland426 Souter Pl,P10464,3,Fort Bragg,NC,283072300,Cumberland,,N,1014.5921,3590,,,1215.0,0.0,,,Media Center/Movie Theatre,,,,,14.96,,Wood Frame,,,,,,,,,,,1100.0,,1082.0,,,1390.0,,1235.0,,,1100.0,,1323.0,,,21.1,25.7,2655.0,28.4,2754.0
2322,NC Mecklenburg 123-036-05,NC Mecklenburg1100 South Blvd,P10465,4,Charlotte,NC,282034208,Mecklenburg,,N,3.0,331,,6.04,807.0,0.7,0.0,,"Clubhouse, Courtyard, Fitness Center, Gameroom, Grill, Media Center/Movie Theatre, Elevator",2015.0,,02/01/17,"79,000,000",0.09,2.0,Steel,45.0,2.06,577.0,0.7,6.7,190.0,2.1,733.0,0.7,5.8,96.0,2.13,1060.0,0.7,6.3,,,,,,,,,,,34.6,35.7,7737.0,37.0,6708.0
2323,NC Mecklenburg 123-021-02,NC Mecklenburg1301 South Blvd,P10466,4,Charlotte,NC,282034209,Mecklenburg,,N,16.2,725,,,945.0,0.0,,,,2020.0,,,,0.35,7.0,,,,,,,345.0,,770.0,,,380.0,,1103.0,,,,,,,,,,,,,35.4,36.4,6683.0,37.8,5696.0
2324,NC Mecklenburg 121-031-09,NC Mecklenburg2100 South Blvd,P10467,4,Charlotte,NC,282035004,Mecklenburg,,N,1.1315,346,,,931.0,0.0,,,,2019.0,,,,0.21,5.0,,3.0,2.48,572.0,0.0,,113.0,2.37,673.0,0.0,,115.0,2.1,924.0,0.0,,115.0,1.93,1200.0,0.0,,,,,,,35.2,35.9,6137.0,37.1,5290.0
2325,NC Mecklenburg 147-017-10,NC Mecklenburg2720 South Blvd,P10468,4,Charlotte,NC,28209,Mecklenburg,,N,4.7,353,,5.38,840.0,0.0,1.275,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Spa",2013.0,,,,0.25,5.0,Masonry,55.0,2.48,511.0,0.0,5.5,206.0,2.01,792.0,0.0,5.3,92.0,2.01,1146.0,0.0,5.4,,,,,,,,,,,34.3,34.8,4039.0,36.0,3542.0
2326,NC Mecklenburg 149-012-01,NC Mecklenburg3610 South Blvd,P10469,4,Charlotte,NC,28217,Mecklenburg,,N,21.4647,440,,,,0.0,,,,2020.0,,,,0.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,35.8,3110.0,36.7,2883.0
2327,NC Mecklenburg 225-045-03,NC Mecklenburg7810 Spindletop Pl,P10470,4,Charlotte,NC,28277,Mecklenburg,,N,20.64,330,,6.67,1095.0,1.8,1.6480000000000001,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site",1996.0,2014.0,01/31/17,"54,550,000",15.96,,Wood Frame,,,,,,129.0,1.28,860.0,0.8,7.0,155.0,1.2,1173.0,2.9,6.5,46.0,1.23,1494.0,0.8,6.5,,,,,,38.3,40.0,1804.0,41.0,1970.0
2328,NC Forsyth 6828-20-0544,NC Forsyth5010 Split Rail Cir,P10471,3,Winston-Salem,NC,271066010,Forsyth,,N,32.47,433,,4.39,811.0,0.6,1.591,,"Business Center, Fitness Center, Laundry Facilities, Playground, Tennis Court, Maintenance on site",1988.0,2007.0,04/27/18,"26,250,000",28.91,,Wood Frame,,,,,,172.0,1.0,650.0,0.5,4.1,226.0,0.83,901.0,0.5,4.0,35.0,0.85,1018.0,0.9,8.6,,,,,,35.6,35.3,1800.0,35.7,1704.0
2329,NC Mecklenburg 111-162-02,NC Mecklenburg9859 Spring Ridge Ln,P10472,2,Charlotte,NC,28215,Mecklenburg,,N,0.6509999999999999,321,,1.25,,0.0,0.0,,Basketball Court,2000.0,,,,18.58,,,,,,,,,,,,,175.0,,,,1.1,146.0,,,,1.4,,,,,,35.2,36.8,1352.0,37.8,1410.0
2330,NC Forsyth 6885-29-3068,NC Forsyth515 Springbrook Dr,P10473,2,Kernersville,NC,27284    ,Forsyth,,N,30.33,350,,6.0,763.0,0.7,1.554,,"Courtyard, Laundry Facilities, Playground, Property Manager on Site",1983.0,,,,14.91,,Wood Frame,,,,,,144.0,0.94,600.0,0.7,6.3,150.0,0.83,800.0,0.7,6.0,56.0,0.74,1080.0,0.7,5.4,,,,,,38.1,38.6,1084.0,39.3,1028.0
2331,NC New Hanover R07105-002-023-000,NC New Hanover1108 St Andrews Dr,P10474,3,Wilmington,NC,28412,New Hanover,,N,20.3,380,,2.89,894.0,0.0,1.7109999999999999,,,1989.0,,06/08/18,"43,000,000",13.17,,Wood Frame,,,,,,76.0,1.24,645.0,0.0,2.6,228.0,1.1,839.0,0.0,3.1,76.0,0.92,1306.0,0.0,2.6,,,,,,39.1,39.6,1994.0,39.7,2027.0
2332,NC Wake P10475,NC Wake601 St. Albans Dr,P10475,4,Raleigh,NC,27609,Wake,,N,,326,,,,0.0,,,,2019.0,,,,14.56,,,100.0,,,,,100.0,,,,,100.0,,,,,26.0,,,,,,,,,,39.6,40.6,3041.0,41.4,3176.0
2333,NC New Hanover R07012-003-001-000,NC New Hanover814 St. Andrews Dr,P10476,3,Wilmington,NC,28412,New Hanover,,N,26.2351,390,,5.13,913.0,0.0,1.2819999999999998,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Tanning Salon, Grill, Package Service, Volleyball Court",1999.0,,10/31/18,"48,500,000",13.32,,Wood Frame,,,,,,192.0,1.35,729.0,0.0,5.2,156.0,1.23,1014.0,0.0,5.1,42.0,0.92,1378.0,0.0,4.8,,,,,,38.8,39.4,2049.0,39.6,2084.0
2334,NC Watauga 2900-66-0216-000,NC Watauga Stadium Heights Dr,P10477,3,Boone,NC,28608,Watauga,,N,,500,,,491.0,0.0,,,,2022.0,,,,,,,,,,,,500.0,,491.0,,,,,,,,,,,,,,,,,,26.4,27.5,3012.0,28.0,5508.0
2335,NC Forsyth 6823-41-1909,NC Forsyth1140 Stafford Place Cir,P10478,4,Winston-Salem,NC,27127,Forsyth,,N,22.07,360,,6.39,1046.0,1.1,0.833,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Package Service, Storage Space, Health Club Discount, Lounge, Maintenance on site, Sundeck",2016.0,,,,26.51,,Wood Frame,,,,,,128.0,1.04,829.0,1.9,6.3,208.0,0.88,1134.0,0.7,6.3,24.0,0.81,1453.0,0.7,8.3,,,,,,33.9,35.8,1338.0,37.1,1303.0
2336,NC Pitt 82943,NC Pitt2792 Stantonsburg Rd,P10479,4,Greenville,NC,278347296,Pitt,,N,,432,,6.02,1035.0,2.4,1.713,,"Business Center, Fitness Center, Playground, Security System, Tennis Court, Corporate Suites, Gated, Cabana, Grill, Pet Play Area",2004.0,,,,6.94,,Wood Frame,,,,,,115.0,1.0,831.0,0.7,6.1,281.0,0.91,1090.0,3.3,6.1,36.0,0.87,1252.0,0.7,5.6,,,,,,34.5,34.6,1461.0,34.8,1483.0
2337,NC Cabarrus 4691-90-1927-0000,NC Cabarrus410 Starmount Park Blvd,P10480,4,Concord,NC,28027,Cabarrus,,N,22.77,360,,4.44,1027.0,0.6,1.111,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Grill",2013.0,,03/10/16,"47,000,000",26.08,,Wood Frame,,,,,,144.0,1.37,784.0,0.6,4.2,180.0,1.0,1164.0,0.6,4.4,36.0,1.04,1316.0,0.7,5.6,,,,,,39.5,40.5,630.0,41.6,685.0
2338,NC Mecklenburg 219-061-17,NC Mecklenburg14400 Steele Creek Rd,P10481,4,Charlotte,NC,28273,Mecklenburg,,N,41.5609,410,,,1000.0,0.0,,,,2020.0,,,,10.21,,,410.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,31.8,34.0,2211.0,35.7,2039.0
