rate_id,description,description_data,rate,component_id,component_name,trnx_authorization_1,parent_partner_tier,parent_payout_region,contract_type_final,partner_type,start_date,end_date,standard_rate_only,domestic_ultimate_csn,precedence,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
20000,PSI - Total Billing,{},0.0,8000,PSI - Total Billing,,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20001,PSI - Program Eligible Billing - Subscription New,{},0.0,9000,PSI - Program Eligible Billing - Subscription New,Subscription New,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20002,PSI - Program Eligible Billing - Subscription Renewal,{},0.0,10000,PSI - Program Eligible Billing - Subscription Renewal,Subscription Renewal,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20003,PSI - Program Eligible Billing - Online Renewal,{},0.0,11000,PSI - Program Eligible Billing - Online Renewal,Online Renewal,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20004,PSI - Program Eligible Billing - M2S Initial Switch ,{},0.0,12000,PSI - Program Eligible Billing - M2S Initial Switch ,M2S Initial Switch,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20005,PSI - Program Eligible Billing - M2S Renewal ,{},0.0,13000,PSI - Program Eligible Billing - M2S Renewal ,M2S Renewal,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20006,PSI - Program Eligible Billing - M2S Online Renewal ,{},0.0,14000,PSI - Program Eligible Billing - M2S Online Renewal ,M2S Online Renewal,,,,Reseller,11/01/2020,01/31/2021,,,100,,,,,,
20007,PSI-Subscription New-Platinum-MCO-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-MCO-Emerging-Direct VAR,Subscription New,Platinum,MCO-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20008,PSI-Subscription New-Gold-MCO-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-MCO-Emerging-Direct VAR,Subscription New,Gold,MCO-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20009,PSI-Subscription New-Platinum-Mexico-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Mexico-Emerging-Direct VAR,Subscription New,Platinum,Mexico-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20010,PSI-Subscription New-Gold-Mexico-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Mexico-Emerging-Direct VAR,Subscription New,Gold,Mexico-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20011,PSI-Subscription New-Platinum-Brazil-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Brazil-Emerging-Direct VAR,Subscription New,Platinum,Brazil-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20012,PSI-Subscription New-Gold-Brazil-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Brazil-Emerging-Direct VAR,Subscription New,Gold,Brazil-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20013,PSI-Subscription New-Platinum-USCanada-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-USCanada-Direct VAR,Subscription New,Platinum,USCanada,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20014,PSI-Subscription New-Gold-USCanada-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-USCanada-Direct VAR,Subscription New,Gold,USCanada,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20015,PSI-Subscription New-Platinum-ANZ-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-ANZ-Mature-Direct VAR,Subscription New,Platinum,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20016,PSI-Subscription New-Gold-ANZ-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-ANZ-Mature-Direct VAR,Subscription New,Gold,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20017,PSI-Subscription New-Platinum-ASEAN-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-ASEAN-Emerging-Direct VAR,Subscription New,Platinum,ASEAN-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20018,PSI-Subscription New-Gold-ASEAN-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-ASEAN-Emerging-Direct VAR,Subscription New,Gold,ASEAN-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20019,PSI-Subscription New-Platinum-Taiwan-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Taiwan-Emerging-Direct VAR,Subscription New,Platinum,Taiwan-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20020,PSI-Subscription New-Gold-Taiwan-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Taiwan-Emerging-Direct VAR,Subscription New,Gold,Taiwan-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20021,PSI-Subscription New-Platinum-India-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-India-Emerging-Direct VAR,Subscription New,Platinum,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20022,PSI-Subscription New-Gold-India-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-India-Emerging-Direct VAR,Subscription New,Gold,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20023,PSI-Subscription New-Platinum-JPY-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-JPY-Mature-Direct VAR,Subscription New,Platinum,JPY-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20024,PSI-Subscription New-Gold-JPY-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-JPY-Mature-Direct VAR,Subscription New,Gold,JPY-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20025,PSI-Subscription New-Platinum-Korea-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Korea-Mature-Direct VAR,Subscription New,Platinum,Korea-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20026,PSI-Subscription New-Gold-Korea-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Korea-Mature-Direct VAR,Subscription New,Gold,Korea-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20027,PSI-Subscription New-Gold-EMEA_EURO_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_EURO_EFTA_Mature-Direct VAR,Subscription New,Gold,EMEA_EURO_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20028,PSI-Subscription New-Platinum-EMEA_EURO_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_EURO_EFTA_Mature-Direct VAR,Subscription New,Platinum,EMEA_EURO_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20029,PSI-Subscription New-Gold-EMEA_GBP_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_GBP_EFTA_Mature-Direct VAR,Subscription New,Gold,EMEA_GBP_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20030,PSI-Subscription New-Platinum-EMEA_GBP_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_GBP_EFTA_Mature-Direct VAR,Subscription New,Platinum,EMEA_GBP_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20031,PSI-Subscription New-Gold-EMEA_USD_MEAMSD-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_MEAMSD-Emerging-Direct VAR,Subscription New,Gold,EMEA_USD_MEAMSD-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20032,PSI-Subscription New-Platinum-EMEA_USD_MEAMSD-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_MEAMSD-Emerging-Direct VAR,Subscription New,Platinum,EMEA_USD_MEAMSD-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20033,PSI-Subscription New-Gold-EMEA_USD_TURKEY-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_TURKEY-Emerging-Direct VAR,Subscription New,Gold,EMEA_USD_TURKEY-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20034,PSI-Subscription New-Platinum-EMEA_USD_TURKEY-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_TURKEY-Emerging-Direct VAR,Subscription New,Platinum,EMEA_USD_TURKEY-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20035,PSI-Subscription New-Gold-EMEA_USD_AFRICA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_AFRICA-Emerging-Direct VAR,Subscription New,Gold,EMEA_USD_AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20036,PSI-Subscription New-Platinum-EMEA_USD_AFRICA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_AFRICA-Emerging-Direct VAR,Subscription New,Platinum,EMEA_USD_AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20037,PSI-Subscription New-Platinum-EMEA_USD_RUSSIA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_RUSSIA-Emerging-Direct VAR,Subscription New,Platinum,EMEA_USD_RUSSIA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20038,PSI-Subscription New-Gold-EMEA_USD_RUSSIA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_RUSSIA-Emerging-Direct VAR,Subscription New,Gold,EMEA_USD_RUSSIA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20039,PSI-Subscription New-Gold-Greater China-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Greater China-Emerging-Direct VAR,Subscription New,Gold,Greater China-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20040,PSI-Subscription New-Platinum-Greater China-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Greater China-Emerging-Direct VAR,Subscription New,Platinum,Greater China-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20041,PSI-Subscription New-Gold-Hong Kong-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Gold-Hong Kong-Emerging-Direct VAR,Subscription New,Gold,Hong Kong-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20042,PSI-Subscription New-Platinum-Hong Kong-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Platinum-Hong Kong-Emerging-Direct VAR,Subscription New,Platinum,Hong Kong-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20043,PSI-Subscription New-Reseller-MCO-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-MCO-Emerging-Direct VAR,Subscription New,Reseller,MCO-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20044,PSI-Subscription New-Reseller-Mexico-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Mexico-Emerging-Direct VAR,Subscription New,Reseller,Mexico-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20045,PSI-Subscription New-Reseller-Brazil-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Brazil-Emerging-Direct VAR,Subscription New,Reseller,Brazil-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20046,PSI-Subscription New-Reseller-USCanada-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-USCanada-Direct VAR,Subscription New,Reseller,USCanada,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20047,PSI-Subscription New-Reseller-ANZ-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-ANZ-Mature-Direct VAR,Subscription New,Reseller,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20048,PSI-Subscription New-Reseller-ASEAN-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-ASEAN-Emerging-Direct VAR,Subscription New,Reseller,ASEAN-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20049,PSI-Subscription New-Reseller-Taiwan-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Taiwan-Emerging-Direct VAR,Subscription New,Reseller,Taiwan-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20050,PSI-Subscription New-Reseller-India-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-India-Emerging-Direct VAR,Subscription New,Reseller,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20051,PSI-Subscription New-Reseller-JPY-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-JPY-Mature-Direct VAR,Subscription New,Reseller,JPY-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20052,PSI-Subscription New-Reseller-Korea-Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Korea-Mature-Direct VAR,Subscription New,Reseller,Korea-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20053,PSI-Subscription New-Reseller-EMEA_EURO_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_EURO_EFTA_Mature-Direct VAR,Subscription New,Reseller,EMEA_EURO_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20054,PSI-Subscription New-Reseller-EMEA_GBP_EFTA_Mature-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_GBP_EFTA_Mature-Direct VAR,Subscription New,Reseller,EMEA_GBP_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20055,PSI-Subscription New-Reseller-EMEA_USD_MEAMSD-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_USD_MEAMSD-Emerging-Direct VAR,Subscription New,Reseller,EMEA_USD_MEAMSD-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20056,PSI-Subscription New-Reseller-EMEA_USD_TURKEY-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_USD_TURKEY-Emerging-Direct VAR,Subscription New,Reseller,EMEA_USD_TURKEY-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20057,PSI-Subscription New-Reseller-EMEA_USD_AFRICA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_USD_AFRICA-Emerging-Direct VAR,Subscription New,Reseller,EMEA_USD_AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20058,PSI-Subscription New-Reseller-EMEA_USD_RUSSIA-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-EMEA_USD_RUSSIA-Emerging-Direct VAR,Subscription New,Reseller,EMEA_USD_RUSSIA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20059,PSI-Subscription New-Reseller-Greater China-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Greater China-Emerging-Direct VAR,Subscription New,Reseller,Greater China-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20060,PSI-Subscription New-Reseller-Hong Kong-Emerging-Direct VAR,{},0.18,15000,PSI-Subscription New-Reseller-Hong Kong-Emerging-Direct VAR,Subscription New,Reseller,Hong Kong-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20061,PSI-Subscription New-Gold-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,{},0.24,15000,PSI-Subscription New-Gold-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,Subscription New,Gold,EMEA_USD_FR-AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20062,PSI-Subscription New-Platinum-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,{},0.24,15000,PSI-Subscription New-Platinum-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,Subscription New,Platinum,EMEA_USD_FR-AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20063,PSI-Subscription New-Reseller-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,{},0.24,15000,PSI-Subscription New-Reseller-EMEA_USD_FR-AFRICA-Emerging-Direct VAR,Subscription New,Reseller,EMEA_USD_FR-AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20064,PSI-Subscription New-Platinum-MCO-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-MCO-Emerging-Indirect VAR,Subscription New,Platinum,MCO-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20065,PSI-Subscription New-Gold-MCO-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-MCO-Emerging-Indirect VAR,Subscription New,Gold,MCO-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20066,PSI-Subscription New-Platinum-Mexico-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-Mexico-Emerging-Indirect VAR,Subscription New,Platinum,Mexico-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20067,PSI-Subscription New-Gold-Mexico-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Mexico-Emerging-Indirect VAR,Subscription New,Gold,Mexico-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20068,PSI-Subscription New-Platinum-Brazil-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-Brazil-Emerging-Indirect VAR,Subscription New,Platinum,Brazil-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20069,PSI-Subscription New-Gold-Brazil-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Brazil-Emerging-Indirect VAR,Subscription New,Gold,Brazil-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20070,PSI-Subscription New-Platinum-USCanada-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-USCanada-Indirect VAR,Subscription New,Platinum,USCanada,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20071,PSI-Subscription New-Gold-USCanada-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-USCanada-Indirect VAR,Subscription New,Gold,USCanada,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20072,PSI-Subscription New-Platinum-ANZ-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-ANZ-Mature-Indirect VAR,Subscription New,Platinum,ANZ-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20073,PSI-Subscription New-Gold-ANZ-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-ANZ-Mature-Indirect VAR,Subscription New,Gold,ANZ-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20074,PSI-Subscription New-Platinum-ASEAN-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-ASEAN-Emerging-Indirect VAR,Subscription New,Platinum,ASEAN-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20075,PSI-Subscription New-Gold-ASEAN-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-ASEAN-Emerging-Indirect VAR,Subscription New,Gold,ASEAN-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20076,PSI-Subscription New-Platinum-Taiwan-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-Taiwan-Emerging-Indirect VAR,Subscription New,Platinum,Taiwan-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20077,PSI-Subscription New-Gold-Taiwan-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Taiwan-Emerging-Indirect VAR,Subscription New,Gold,Taiwan-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20078,PSI-Subscription New-Platinum-India-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-India-Emerging-Indirect VAR,Subscription New,Platinum,India-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20079,PSI-Subscription New-Gold-India-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-India-Emerging-Indirect VAR,Subscription New,Gold,India-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20080,PSI-Subscription New-Platinum-JPY-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-JPY-Mature-Indirect VAR,Subscription New,Platinum,JPY-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20081,PSI-Subscription New-Gold-JPY-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-JPY-Mature-Indirect VAR,Subscription New,Gold,JPY-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20082,PSI-Subscription New-Platinum-Korea-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-Korea-Mature-Indirect VAR,Subscription New,Platinum,Korea-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20083,PSI-Subscription New-Gold-Korea-Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Korea-Mature-Indirect VAR,Subscription New,Gold,Korea-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20084,PSI-Subscription New-Gold-EMEA_EURO_EFTA_Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_EURO_EFTA_Mature-Indirect VAR,Subscription New,Gold,EMEA_EURO_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20085,PSI-Subscription New-Platinum-EMEA_EURO_EFTA_Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_EURO_EFTA_Mature-Indirect VAR,Subscription New,Platinum,EMEA_EURO_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20086,PSI-Subscription New-Gold-EMEA_GBP_EFTA_Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_GBP_EFTA_Mature-Indirect VAR,Subscription New,Gold,EMEA_GBP_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20087,PSI-Subscription New-Platinum-EMEA_GBP_EFTA_Mature-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_GBP_EFTA_Mature-Indirect VAR,Subscription New,Platinum,EMEA_GBP_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20088,PSI-Subscription New-Gold-EMEA_USD_MEAMSD-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_MEAMSD-Emerging-Indirect VAR,Subscription New,Gold,EMEA_USD_MEAMSD-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20089,PSI-Subscription New-Platinum-EMEA_USD_MEAMSD-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_MEAMSD-Emerging-Indirect VAR,Subscription New,Platinum,EMEA_USD_MEAMSD-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20090,PSI-Subscription New-Gold-EMEA_USD_TURKEY-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_TURKEY-Emerging-Indirect VAR,Subscription New,Gold,EMEA_USD_TURKEY-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20091,PSI-Subscription New-Platinum-EMEA_USD_TURKEY-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_TURKEY-Emerging-Indirect VAR,Subscription New,Platinum,EMEA_USD_TURKEY-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20092,PSI-Subscription New-Gold-EMEA_USD_AFRICA-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_AFRICA-Emerging-Indirect VAR,Subscription New,Gold,EMEA_USD_AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20093,PSI-Subscription New-Platinum-EMEA_USD_AFRICA-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_AFRICA-Emerging-Indirect VAR,Subscription New,Platinum,EMEA_USD_AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20094,PSI-Subscription New-Platinum-EMEA_USD_RUSSIA-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-EMEA_USD_RUSSIA-Emerging-Indirect VAR,Subscription New,Platinum,EMEA_USD_RUSSIA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20095,PSI-Subscription New-Gold-EMEA_USD_RUSSIA-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-EMEA_USD_RUSSIA-Emerging-Indirect VAR,Subscription New,Gold,EMEA_USD_RUSSIA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20096,PSI-Subscription New-Gold-Greater China-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Greater China-Emerging-Indirect VAR,Subscription New,Gold,Greater China-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20097,PSI-Subscription New-Platinum-Greater China-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Platinum-Greater China-Emerging-Indirect VAR,Subscription New,Platinum,Greater China-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20098,PSI-Subscription New-Gold-Hong Kong-Emerging-Indirect VAR,{},0.18,15000,PSI-Subscription New-Gold-Hong Kong-Emerging-Indirect VAR,Subscription New,Gold,Hong Kong-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
