rate_id,description,description_data,rate,component_id,component_name,trnx_authorization_1,parent_partner_tier,parent_payout_region,contract_type_final,partner_type,start_date,end_date,standard_rate_only,domestic_ultimate_csn,precedence,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
20255,PSI-Subscription Renewal-Gold-EMEA_EURO_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_EURO_EFTA_Mature-Indirect VAR,Subscription Renewal,Gold,EMEA_EURO_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20256,PSI-Subscription Renewal-Platinum-EMEA_EURO_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_EURO_EFTA_Mature-Indirect VAR,Subscription Renewal,Platinum,EMEA_EURO_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20257,PSI-Subscription Renewal-Gold-EMEA_GBP_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_GBP_EFTA_Mature-Indirect VAR,Subscription Renewal,Gold,EMEA_GBP_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20258,PSI-Subscription Renewal-Platinum-EMEA_GBP_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_GBP_EFTA_Mature-Indirect VAR,Subscription Renewal,Platinum,EMEA_GBP_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20259,PSI-Subscription Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Indirect VAR,Subscription Renewal,Gold,EMEA_USD_MEAMSD-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20260,PSI-Subscription Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Indirect VAR,Subscription Renewal,Platinum,EMEA_USD_MEAMSD-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20261,PSI-Subscription Renewal-Gold-EMEA_USD_TURKEY-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_TURKEY-Emerging-Indirect VAR,Subscription Renewal,Gold,EMEA_USD_TURKEY-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20262,PSI-Subscription Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Indirect VAR,Subscription Renewal,Platinum,EMEA_USD_TURKEY-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20263,PSI-Subscription Renewal-Gold-EMEA_USD_AFRICA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_AFRICA-Emerging-Indirect VAR,Subscription Renewal,Gold,EMEA_USD_AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20264,PSI-Subscription Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Indirect VAR,Subscription Renewal,Platinum,EMEA_USD_AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20265,PSI-Subscription Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Indirect VAR,Subscription Renewal,Platinum,EMEA_USD_RUSSIA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20266,PSI-Subscription Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Indirect VAR,Subscription Renewal,Gold,EMEA_USD_RUSSIA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20267,PSI-Subscription Renewal-Gold-Greater China-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-Greater China-Emerging-Indirect VAR,Subscription Renewal,Gold,Greater China-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20268,PSI-Subscription Renewal-Platinum-Greater China-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-Greater China-Emerging-Indirect VAR,Subscription Renewal,Platinum,Greater China-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20269,PSI-Subscription Renewal-Gold-Hong Kong-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Gold-Hong Kong-Emerging-Indirect VAR,Subscription Renewal,Gold,Hong Kong-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20270,PSI-Subscription Renewal-Platinum-Hong Kong-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Platinum-Hong Kong-Emerging-Indirect VAR,Subscription Renewal,Platinum,Hong Kong-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20271,PSI-Subscription Renewal-Reseller-MCO-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-MCO-Emerging-Indirect VAR,Subscription Renewal,Reseller,MCO-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20272,PSI-Subscription Renewal-Reseller-Mexico-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Mexico-Emerging-Indirect VAR,Subscription Renewal,Reseller,Mexico-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20273,PSI-Subscription Renewal-Reseller-Brazil-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Brazil-Emerging-Indirect VAR,Subscription Renewal,Reseller,Brazil-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20274,PSI-Subscription Renewal-Reseller-USCanada-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-USCanada-Indirect VAR,Subscription Renewal,Reseller,USCanada,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20275,PSI-Subscription Renewal-Reseller-ANZ-Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-ANZ-Mature-Indirect VAR,Subscription Renewal,Reseller,ANZ-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20276,PSI-Subscription Renewal-Reseller-ASEAN-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-ASEAN-Emerging-Indirect VAR,Subscription Renewal,Reseller,ASEAN-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20277,PSI-Subscription Renewal-Reseller-Taiwan-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Taiwan-Emerging-Indirect VAR,Subscription Renewal,Reseller,Taiwan-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20278,PSI-Subscription Renewal-Reseller-India-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-India-Emerging-Indirect VAR,Subscription Renewal,Reseller,India-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20279,PSI-Subscription Renewal-Reseller-JPY-Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-JPY-Mature-Indirect VAR,Subscription Renewal,Reseller,JPY-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20280,PSI-Subscription Renewal-Reseller-Korea-Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Korea-Mature-Indirect VAR,Subscription Renewal,Reseller,Korea-Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20281,PSI-Subscription Renewal-Reseller-EMEA_EURO_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_EURO_EFTA_Mature-Indirect VAR,Subscription Renewal,Reseller,EMEA_EURO_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20282,PSI-Subscription Renewal-Reseller-EMEA_GBP_EFTA_Mature-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_GBP_EFTA_Mature-Indirect VAR,Subscription Renewal,Reseller,EMEA_GBP_EFTA_Mature,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20283,PSI-Subscription Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Indirect VAR,Subscription Renewal,Reseller,EMEA_USD_MEAMSD-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20284,PSI-Subscription Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Indirect VAR,Subscription Renewal,Reseller,EMEA_USD_TURKEY-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20285,PSI-Subscription Renewal-Reseller-EMEA_USD_AFRICA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_AFRICA-Emerging-Indirect VAR,Subscription Renewal,Reseller,EMEA_USD_AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20286,PSI-Subscription Renewal-Reseller-EMEA_USD_RUSSIA-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_RUSSIA-Emerging-Indirect VAR,Subscription Renewal,Reseller,EMEA_USD_RUSSIA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20287,PSI-Subscription Renewal-Reseller-Greater China-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Greater China-Emerging-Indirect VAR,Subscription Renewal,Reseller,Greater China-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20288,PSI-Subscription Renewal-Reseller-Hong Kong-Emerging-Indirect VAR,{},0.18,16000,PSI-Subscription Renewal-Reseller-Hong Kong-Emerging-Indirect VAR,Subscription Renewal,Reseller,Hong Kong-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20289,PSI-Subscription Renewal-Gold-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,{},0.24,16000,PSI-Subscription Renewal-Gold-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,Subscription Renewal,Gold,EMEA_USD_FR-AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20290,PSI-Subscription Renewal-Platinum-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,{},0.24,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,Subscription Renewal,Platinum,EMEA_USD_FR-AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20291,PSI-Subscription Renewal-Reseller-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,{},0.24,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_FR-AFRICA-Emerging-Indirect VAR,Subscription Renewal,Reseller,EMEA_USD_FR-AFRICA-Emerging,Indirect VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20292,PSI-Subscription Renewal-Platinum-MCO-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-MCO-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20293,PSI-Subscription Renewal-Gold-MCO-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-MCO-Emerging-Product Specific Reseller,Subscription Renewal,Gold,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20294,PSI-Subscription Renewal-Platinum-Mexico-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Mexico-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20295,PSI-Subscription Renewal-Gold-Mexico-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Mexico-Emerging-Product Specific Reseller,Subscription Renewal,Gold,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20296,PSI-Subscription Renewal-Platinum-Brazil-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Brazil-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20297,PSI-Subscription Renewal-Gold-Brazil-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Brazil-Emerging-Product Specific Reseller,Subscription Renewal,Gold,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20298,PSI-Subscription Renewal-Platinum-USCanada-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-USCanada-Product Specific Reseller,Subscription Renewal,Platinum,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20299,PSI-Subscription Renewal-Gold-USCanada-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-USCanada-Product Specific Reseller,Subscription Renewal,Gold,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20300,PSI-Subscription Renewal-Platinum-ANZ-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-ANZ-Mature-Product Specific Reseller,Subscription Renewal,Platinum,ANZ-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20301,PSI-Subscription Renewal-Gold-ANZ-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-ANZ-Mature-Product Specific Reseller,Subscription Renewal,Gold,ANZ-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20302,PSI-Subscription Renewal-Platinum-ASEAN-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-ASEAN-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20303,PSI-Subscription Renewal-Gold-ASEAN-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-ASEAN-Emerging-Product Specific Reseller,Subscription Renewal,Gold,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20304,PSI-Subscription Renewal-Platinum-Taiwan-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Taiwan-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20305,PSI-Subscription Renewal-Gold-Taiwan-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Taiwan-Emerging-Product Specific Reseller,Subscription Renewal,Gold,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20306,PSI-Subscription Renewal-Platinum-India-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-India-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,India-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20307,PSI-Subscription Renewal-Gold-India-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-India-Emerging-Product Specific Reseller,Subscription Renewal,Gold,India-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20308,PSI-Subscription Renewal-Platinum-JPY-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-JPY-Mature-Product Specific Reseller,Subscription Renewal,Platinum,JPY-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20309,PSI-Subscription Renewal-Gold-JPY-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-JPY-Mature-Product Specific Reseller,Subscription Renewal,Gold,JPY-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20310,PSI-Subscription Renewal-Platinum-Korea-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Korea-Mature-Product Specific Reseller,Subscription Renewal,Platinum,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20311,PSI-Subscription Renewal-Gold-Korea-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Korea-Mature-Product Specific Reseller,Subscription Renewal,Gold,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20312,PSI-Subscription Renewal-Gold-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_EURO_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Gold,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20313,PSI-Subscription Renewal-Platinum-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_EURO_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20314,PSI-Subscription Renewal-Gold-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_GBP_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Gold,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20315,PSI-Subscription Renewal-Platinum-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_GBP_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20316,PSI-Subscription Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,Subscription Renewal,Gold,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20317,PSI-Subscription Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20318,PSI-Subscription Renewal-Gold-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,Subscription Renewal,Gold,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20319,PSI-Subscription Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20320,PSI-Subscription Renewal-Gold-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,Subscription Renewal,Gold,EMEA_USD_AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20321,PSI-Subscription Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_USD_AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20322,PSI-Subscription Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,EMEA_USD_RUSSIA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20323,PSI-Subscription Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,Subscription Renewal,Gold,EMEA_USD_RUSSIA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20324,PSI-Subscription Renewal-Gold-Greater China-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Greater China-Emerging-Product Specific Reseller,Subscription Renewal,Gold,Greater China-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20325,PSI-Subscription Renewal-Platinum-Greater China-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Greater China-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,Greater China-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20326,PSI-Subscription Renewal-Gold-Hong Kong-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Gold-Hong Kong-Emerging-Product Specific Reseller,Subscription Renewal,Gold,Hong Kong-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20327,PSI-Subscription Renewal-Platinum-Hong Kong-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Platinum-Hong Kong-Emerging-Product Specific Reseller,Subscription Renewal,Platinum,Hong Kong-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20328,PSI-Subscription Renewal-Reseller-MCO-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-MCO-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20329,PSI-Subscription Renewal-Reseller-Mexico-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-Mexico-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20330,PSI-Subscription Renewal-Reseller-Brazil-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-Brazil-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20331,PSI-Subscription Renewal-Reseller-USCanada-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-USCanada-Product Specific Reseller,Subscription Renewal,Reseller,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20332,PSI-Subscription Renewal-Reseller-ANZ-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-ANZ-Mature-Product Specific Reseller,Subscription Renewal,Reseller,ANZ-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20333,PSI-Subscription Renewal-Reseller-ASEAN-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-ASEAN-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20334,PSI-Subscription Renewal-Reseller-Taiwan-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-Taiwan-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20335,PSI-Subscription Renewal-Reseller-India-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-India-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,India-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20336,PSI-Subscription Renewal-Reseller-JPY-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-JPY-Mature-Product Specific Reseller,Subscription Renewal,Reseller,JPY-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20337,PSI-Subscription Renewal-Reseller-Korea-Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-Korea-Mature-Product Specific Reseller,Subscription Renewal,Reseller,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20338,PSI-Subscription Renewal-Reseller-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_EURO_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Reseller,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20339,PSI-Subscription Renewal-Reseller-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_GBP_EFTA_Mature-Product Specific Reseller,Subscription Renewal,Reseller,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20340,PSI-Subscription Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20341,PSI-Subscription Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.18,16000,PSI-Subscription Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,Subscription Renewal,Reseller,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
